id,run_time,matched_count,unmatched_count,notes,created_at,severity,mismatch_count,run_started_at,run_completed_at
18,2026-04-09 20:33:40.400828+00:00,153,26,file_path=alpaca_reconciliation.csv,2026-04-09 20:33:40.698133+00:00,CRITICAL,26,2026-04-09 20:33:40.400828+00:00,2026-04-09 20:33:40.400828+00:00
