id,timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,current_open_positions,current_open_exposure,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids,created_at
416,2026-04-09 13:55:03.886634+00:00,2026-04-09T13-55-03.886634+00-00_primary,SCHEDULED,OPENING,4905,primary,98228.77,0,0,True,PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:09.011630+00:00
417,2026-04-09 13:55:10.065705+00:00,2026-04-09T13-55-10.065705+00-00_primary,SCHEDULED,OPENING,10279,primary,1000000,0,0,True,IBKR_PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:20.556529+00:00
418,2026-04-09 13:55:21.615223+00:00,2026-04-09T13-55-21.615223+00-00_secondary,SCHEDULED,OPENING,9344,secondary,1000000,0,0,True,IBKR_SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:31.170706+00:00
419,2026-04-09 13:55:32.197468+00:00,2026-04-09T13-55-32.197468+00-00_third,SCHEDULED,OPENING,8875,third,1000000,0,0,True,IBKR_THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:41.279528+00:00
420,2026-04-09 13:55:42.050226+00:00,2026-04-09T13-55-42.050226+00-00_fourth,SCHEDULED,OPENING,8755,fourth,1000000,0,0,True,IBKR_FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:51.020609+00:00
421,2026-04-09 13:55:51.729668+00:00,2026-04-09T13-55-51.729668+00-00_fifth,SCHEDULED,OPENING,6689,fifth,1000000,0,0,True,IBKR_FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:55:58.638730+00:00
422,2026-04-09 13:55:59.387355+00:00,2026-04-09T13-55-59.387355+00-00_sixth,SCHEDULED,OPENING,6553,sixth,1000000,0,0,True,IBKR_SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:56:06.153235+00:00
423,2026-04-09 13:56:07.223514+00:00,2026-04-09T13-56-07.223514+00-00_core_one,SCHEDULED,OPENING,8578,core_one,1000000,0,0,True,IBKR_CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:56:16.017780+00:00
424,2026-04-09 13:56:16.799017+00:00,2026-04-09T13-56-16.799017+00-00_core_two,SCHEDULED,OPENING,8949,core_two,1000000,0,0,True,IBKR_CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:56:25.955582+00:00
425,2026-04-09 13:56:27.022445+00:00,2026-04-09T13-56-27.022445+00-00_core_three,SCHEDULED,OPENING,6035,core_three,1000000,0,0,True,IBKR_CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 13:56:33.272785+00:00
426,2026-04-09 14:05:03.853360+00:00,2026-04-09T14-05-03.853360+00-00_secondary,SCHEDULED,MORNING,4916,secondary,98228.77,0,0,True,SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:08.995271+00:00
427,2026-04-09 14:05:10.072664+00:00,2026-04-09T14-05-10.072664+00-00_primary,SCHEDULED,MORNING,7057,primary,1000000,0,0,True,IBKR_PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:17.346197+00:00
428,2026-04-09 14:05:18.210305+00:00,2026-04-09T14-05-18.210305+00-00_secondary,SCHEDULED,MORNING,6849,secondary,1000000,0,0,True,IBKR_SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:25.280736+00:00
429,2026-04-09 14:05:26.132023+00:00,2026-04-09T14-05-26.132023+00-00_third,SCHEDULED,MORNING,6840,third,1000000,0,0,True,IBKR_THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:33.192675+00:00
430,2026-04-09 14:05:33.994944+00:00,2026-04-09T14-05-33.994944+00-00_fourth,SCHEDULED,MORNING,6931,fourth,1000000,0,0,True,IBKR_FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:41.144056+00:00
431,2026-04-09 14:05:41.983942+00:00,2026-04-09T14-05-41.983942+00-00_fifth,SCHEDULED,MORNING,4849,fifth,1000000,0,0,True,IBKR_FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:47.043362+00:00
432,2026-04-09 14:05:48.070789+00:00,2026-04-09T14-05-48.070789+00-00_sixth,SCHEDULED,MORNING,5241,sixth,1000000,0,0,True,IBKR_SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:05:53.532192+00:00
433,2026-04-09 14:05:54.275667+00:00,2026-04-09T14-05-54.275667+00-00_core_one,SCHEDULED,MORNING,6716,core_one,1000000,0,0,True,IBKR_CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:06:01.199116+00:00
434,2026-04-09 14:06:02.197662+00:00,2026-04-09T14-06-02.197662+00-00_core_two,SCHEDULED,MORNING,6988,core_two,1000000,0,0,True,IBKR_CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:06:09.398427+00:00
435,2026-04-09 14:06:10.085561+00:00,2026-04-09T14-06-10.085561+00-00_core_three,SCHEDULED,MORNING,5240,core_three,1000000,0,0,True,IBKR_CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:06:15.534832+00:00
436,2026-04-09 14:15:04.085195+00:00,2026-04-09T14-15-04.085195+00-00_third,SCHEDULED,MORNING,10518,third,98228.77,2,19955.32,True,THIRD,0,,,,,,,,,No trade today,,,True,3,0,3,2,0,2,"TAL,RKLB,BBAI","99.0,100.0,97.0",TAL,TAL:ALPACA:alpaca_order_rejected,"RKLB,BBAI","scanner-RKLB-SELL-672700-148,scanner-BBAI-SELL-33600-2976",2026-04-09 14:15:14.843852+00:00
437,2026-04-09 14:15:15.714183+00:00,2026-04-09T14-15-15.714183+00-00_primary,SCHEDULED,MORNING,6547,primary,1000000,0,0,True,IBKR_PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:22.473564+00:00
438,2026-04-09 14:15:23.220473+00:00,2026-04-09T14-15-23.220473+00-00_secondary,SCHEDULED,MORNING,6830,secondary,1000000,0,0,True,IBKR_SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:30.271004+00:00
439,2026-04-09 14:15:31.060788+00:00,2026-04-09T14-15-31.060788+00-00_third,SCHEDULED,MORNING,6462,third,1000000,0,0,True,IBKR_THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:37.729852+00:00
440,2026-04-09 14:15:38.567339+00:00,2026-04-09T14-15-38.567339+00-00_fourth,SCHEDULED,MORNING,7234,fourth,1000000,0,0,True,IBKR_FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:46.020111+00:00
441,2026-04-09 14:15:46.853018+00:00,2026-04-09T14-15-46.853018+00-00_fifth,SCHEDULED,MORNING,5068,fifth,1000000,0,0,True,IBKR_FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:52.135080+00:00
442,2026-04-09 14:15:52.959087+00:00,2026-04-09T14-15-52.959087+00-00_sixth,SCHEDULED,MORNING,5267,sixth,1000000,0,0,True,IBKR_SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:15:58.428836+00:00
443,2026-04-09 14:15:59.225192+00:00,2026-04-09T14-15-59.225192+00-00_core_one,SCHEDULED,MORNING,6516,core_one,1000000,0,0,True,IBKR_CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:16:05.942556+00:00
444,2026-04-09 14:16:06.787460+00:00,2026-04-09T14-16-06.787460+00-00_core_two,SCHEDULED,MORNING,6206,core_two,1000000,0,0,True,IBKR_CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:16:13.209822+00:00
445,2026-04-09 14:16:14.077363+00:00,2026-04-09T14-16-14.077363+00-00_core_three,SCHEDULED,MORNING,4812,core_three,1000000,0,0,True,IBKR_CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-09 14:16:19.097718+00:00
