id,run_time,matched_count,unmatched_count,notes,created_at,severity,mismatch_count,run_started_at,run_completed_at
4,2026-03-31 09:12:42.132794+00:00,51,17,file_path=alpaca_reconciliation.csv,2026-03-31 09:12:42.166750+00:00,WARNING,17,2026-03-31 09:12:42.132794+00:00,2026-03-31 09:12:42.132794+00:00
5,2026-03-31 09:40:44.273134+00:00,52,16,file_path=alpaca_reconciliation.csv,2026-03-31 09:40:44.302288+00:00,WARNING,16,2026-03-31 09:40:44.273134+00:00,2026-03-31 09:40:44.273134+00:00
6,2026-03-31 10:49:40.438414+00:00,52,16,file_path=alpaca_reconciliation.csv,2026-03-31 10:49:40.473234+00:00,WARNING,16,2026-03-31 10:49:40.438414+00:00,2026-03-31 10:49:40.438414+00:00
7,2026-03-31 11:04:27.288263+00:00,67,1,file_path=alpaca_reconciliation.csv,2026-03-31 11:04:27.324186+00:00,WARNING,1,2026-03-31 11:04:27.288263+00:00,2026-03-31 11:04:27.288263+00:00
8,2026-03-31 20:30:22.866811+00:00,80,0,local_output_path=alpaca_reconciliation.csv; gcs_output_uri=gs://stock-scanner-490821-logs/reports/alpaca_reconciliation.csv,2026-03-31 20:30:22.902863+00:00,OK,0,2026-03-31 20:30:22.866811+00:00,2026-03-31 20:30:22.866811+00:00
