id,trade_key,symbol,mode,side,direction,status,entry_time,exit_time,duration_minutes,shares,entry_price,exit_price,stop_price,target_price,exit_reason,signal_timestamp,signal_entry,signal_stop,signal_target,signal_confidence,order_id,parent_order_id,exit_order_id,realized_pnl,realized_pnl_percent,created_at,updated_at
67,872c3eca-d734-4661-93f5-f52635818d03,NVDA,,SELL,LONG,CLOSED,2026-03-30 19:30:02.529721+00:00,2026-03-31 07:04:06.571564+00:00,694.07,1,164.385,165.42,,,STOP_HIT,,,,,,872c3eca-d734-4661-93f5-f52635818d03,872c3eca-d734-4661-93f5-f52635818d03,92229a9f-3aea-4a8a-82a7-a3f4d203414d,1.035,0.629619,2026-03-30 19:30:08.559512+00:00,2026-03-31 07:04:06.918864+00:00
68,ad1dd4f8-fe7d-4abc-b23f-ec51605e4e9b,AAPL,,SELL,LONG,CLOSED,2026-03-30 19:30:02.529721+00:00,2026-03-31 08:40:40.858315+00:00,790.64,1,245.875,249.22,,,EXTERNAL_EXIT,,,,,,ad1dd4f8-fe7d-4abc-b23f-ec51605e4e9b,ad1dd4f8-fe7d-4abc-b23f-ec51605e4e9b,7ab41e22-1dba-45b4-aaff-f4ce70a2a56e,3.345,1.360447,2026-03-30 19:30:09.618578+00:00,2026-03-31 08:40:41.198661+00:00
66,ac0dc9b6-105f-415a-bc13-cee918b60641,SOFI,,SELL,LONG,CLOSED,2026-03-27 19:50:01.520754+00:00,2026-03-31 08:40:41.850021+00:00,5090.67,32,15.265,15.3884,,,EXTERNAL_EXIT,,,,,,ac0dc9b6-105f-415a-bc13-cee918b60641,ac0dc9b6-105f-415a-bc13-cee918b60641,645a5c54-1233-4053-8db2-36b2492a0c0e,3.9488,0.808385,2026-03-30 06:13:12.936555+00:00,2026-03-31 08:40:42.132696+00:00
65,6138d723-29b3-428c-943f-ccbec45211be,AVGO,,SELL,SHORT,CLOSED,2026-03-27 19:40:01.477014+00:00,2026-03-31 08:40:42.788424+00:00,5100.69,1,301.715,301.54,,,EXTERNAL_EXIT,,,,,,6138d723-29b3-428c-943f-ccbec45211be,6138d723-29b3-428c-943f-ccbec45211be,67a65d4e-2536-4aee-b668-a14fc7d8a8a0,0.175,0.058002,2026-03-30 06:13:12.288182+00:00,2026-03-31 08:40:43.082589+00:00
64,46d93a5f-a3dd-4ad1-8926-d265e132e6bb,MSFT,,SELL,SHORT,CLOSED,2026-03-27 19:30:01.465952+00:00,2026-03-31 08:40:43.784179+00:00,5110.71,1,357.525,357.36,,,EXTERNAL_EXIT,,,,,,46d93a5f-a3dd-4ad1-8926-d265e132e6bb,46d93a5f-a3dd-4ad1-8926-d265e132e6bb,562ab253-0f7b-4266-acfa-8d850ad0be5f,0.165,0.046151,2026-03-30 06:13:11.631970+00:00,2026-03-31 08:40:44.046408+00:00
63,f0e896b2-c10a-477d-b836-75b27353b504,NVDA,,SELL,SHORT,CLOSED,2026-03-27 19:30:01.465952+00:00,2026-03-31 08:40:44.701186+00:00,5110.72,2,167.44,165.42,,,EXTERNAL_EXIT,,,,,,f0e896b2-c10a-477d-b836-75b27353b504,f0e896b2-c10a-477d-b836-75b27353b504,92229a9f-3aea-4a8a-82a7-a3f4d203414d,4.04,1.206402,2026-03-30 06:13:10.888830+00:00,2026-03-31 08:40:44.947182+00:00
62,94da4a8b-1b9b-4ac6-b7dc-79e3f5db750e,IONQ,,SELL,SHORT,CLOSED,2026-03-27 19:20:01.517793+00:00,2026-03-31 08:40:45.602108+00:00,5120.73,18,27.69,27.49,,,EXTERNAL_EXIT,,,,,,94da4a8b-1b9b-4ac6-b7dc-79e3f5db750e,94da4a8b-1b9b-4ac6-b7dc-79e3f5db750e,d041952c-6608-4502-839a-8406befb4df8,3.6,0.722282,2026-03-30 06:13:07.605300+00:00,2026-03-31 08:40:45.864759+00:00
61,e8ff711d-9a13-4539-adaa-e67c9ef19960,ACHR,,SELL,SHORT,CLOSED,2026-03-27 19:00:01.566227+00:00,2026-03-31 08:40:46.512560+00:00,5140.75,97,5.125,5.11,,,EXTERNAL_EXIT,,,,,,e8ff711d-9a13-4539-adaa-e67c9ef19960,e8ff711d-9a13-4539-adaa-e67c9ef19960,20996bc1-8fb9-4041-b8c0-a76b0bd32877,1.455,0.292683,2026-03-30 06:13:04.478536+00:00,2026-03-31 08:40:47.768180+00:00
60,ba25b830-e199-4360-ae5e-503fbe4b1365,JOBY,,SELL,SHORT,CLOSED,2026-03-27 18:50:00.912179+00:00,2026-03-31 08:40:48.417138+00:00,5150.79,61,8.145,8.11,,,EXTERNAL_EXIT,,,,,,ba25b830-e199-4360-ae5e-503fbe4b1365,ba25b830-e199-4360-ae5e-503fbe4b1365,e58b8b7d-4c15-456a-ac33-5bdad486d3ce,2.135,0.429711,2026-03-30 06:13:03.795419+00:00,2026-03-31 08:40:48.693368+00:00
59,b85fdb47-48ba-456e-a976-ab4d8bc58a07,NFLX,,SELL,LONG,CLOSED,2026-03-27 18:40:00.955508+00:00,2026-03-31 08:40:49.341494+00:00,5160.81,5,93.24,93.44,,,EXTERNAL_EXIT,,,,,,b85fdb47-48ba-456e-a976-ab4d8bc58a07,b85fdb47-48ba-456e-a976-ab4d8bc58a07,4f7fc9a4-9a9c-4693-aa45-c464e97668e5,1,0.2145,2026-03-30 06:13:00.836515+00:00,2026-03-31 08:40:51.537493+00:00
