id,trade_key,symbol,mode,side,direction,status,entry_time,exit_time,duration_minutes,shares,entry_price,exit_price,stop_price,target_price,exit_reason,signal_timestamp,signal_entry,signal_stop,signal_target,signal_confidence,order_id,parent_order_id,exit_order_id,realized_pnl,realized_pnl_percent,created_at,updated_at
58,db80d00a-5a7c-4e6c-bb5f-e461ba699223,AAPL,,SELL,SHORT,CLOSED,2026-03-27 18:30:01.531733+00:00,2026-03-31 08:40:52.189386+00:00,5170.84,2,249.36,249.22,,,EXTERNAL_EXIT,,,,,,db80d00a-5a7c-4e6c-bb5f-e461ba699223,db80d00a-5a7c-4e6c-bb5f-e461ba699223,7ab41e22-1dba-45b4-aaff-f4ce70a2a56e,0.28,0.056144,2026-03-30 06:13:00.158465+00:00,2026-03-31 08:40:52.450805+00:00
57,e1c99629-c32f-4912-a9c6-f602bfbf85f9,HIMS,,SELL,SHORT,CLOSED,2026-03-27 17:50:01.546774+00:00,2026-03-31 08:40:53.104074+00:00,5210.86,25,19.41,19.37,,,EXTERNAL_EXIT,,,,,,e1c99629-c32f-4912-a9c6-f602bfbf85f9,e1c99629-c32f-4912-a9c6-f602bfbf85f9,245af454-1e22-4f10-904a-cf8e62c2a72c,1,0.206079,2026-03-30 06:12:58.967297+00:00,2026-03-31 08:40:53.333717+00:00
56,99ffefa4-e5f8-4545-b88e-b956fb02203c,GOOGL,,SELL,SHORT,CLOSED,2026-03-27 17:40:00.935799+00:00,2026-03-31 08:40:53.986250+00:00,5220.88,1,274.76,274.58,,,EXTERNAL_EXIT,,,,,,99ffefa4-e5f8-4545-b88e-b956fb02203c,99ffefa4-e5f8-4545-b88e-b956fb02203c,ba61630c-4003-4f83-986f-c0d0f957d9ab,0.18,0.065512,2026-03-30 06:12:56.618434+00:00,2026-03-31 08:40:54.240518+00:00
55,72b0a1e0-d79a-4f2e-97b0-247bd4c91cce,TSLA,,SELL,LONG,CLOSED,2026-03-27 17:30:01.600702+00:00,2026-03-31 08:40:54.894723+00:00,5230.89,1,362.235,366.22,,,EXTERNAL_EXIT,,,,,,72b0a1e0-d79a-4f2e-97b0-247bd4c91cce,72b0a1e0-d79a-4f2e-97b0-247bd4c91cce,f6af3684-1ae3-4dfc-a17e-15cd4f94deaf,3.985,1.100115,2026-03-30 06:12:55.930506+00:00,2026-03-31 08:40:55.159431+00:00
54,b5cdf892-fed8-4144-b8f0-bc6d1a1282c0,PLTR,,SELL,SHORT,CLOSED,2026-03-27 16:30:01.612954+00:00,2026-03-31 08:40:55.809981+00:00,5290.9,3,143.69,143.3,,,EXTERNAL_EXIT,,,,,,b5cdf892-fed8-4144-b8f0-bc6d1a1282c0,b5cdf892-fed8-4144-b8f0-bc6d1a1282c0,9e3d625f-9656-4ae3-98dc-850bef93af3b,1.17,0.271418,2026-03-30 06:12:54.790966+00:00,2026-03-31 08:40:56.056650+00:00
53,a06eb49c-e0a7-4264-80d8-1717159345a7,AMZN,,SELL,SHORT,CLOSED,2026-03-27 14:40:01.526477+00:00,2026-03-31 08:40:56.705807+00:00,5400.92,2,201.12,199.52,,,EXTERNAL_EXIT,,,,,,a06eb49c-e0a7-4264-80d8-1717159345a7,a06eb49c-e0a7-4264-80d8-1717159345a7,7d500d41-97ab-4b42-92f8-4496756f5edd,3.2,0.795545,2026-03-30 06:12:52.298083+00:00,2026-03-31 08:40:56.968361+00:00
52,a91ca213-7116-48aa-b2f2-4a2793799db3,AI,,SELL,SHORT,CLOSED,2026-03-27 14:20:00.939825+00:00,2026-03-31 08:40:57.622243+00:00,5420.94,63,7.815,7.78,,,EXTERNAL_EXIT,,,,,,a91ca213-7116-48aa-b2f2-4a2793799db3,a91ca213-7116-48aa-b2f2-4a2793799db3,dc9eae8c-3fb8-47d9-8798-c94497bcd31c,2.205,0.447857,2026-03-30 06:12:51.629621+00:00,2026-03-31 08:40:57.868281+00:00
74,12db5f1c-d0da-43af-91ce-163114dbe059,NU,,BUY,SHORT,CLOSED,2026-03-31 14:20:02.842833+00:00,2026-03-31 14:25:02.187768+00:00,4.99,424,14.01,13.95,,,STOP_HIT,,,,,,12db5f1c-d0da-43af-91ce-163114dbe059,12db5f1c-d0da-43af-91ce-163114dbe059,af59d05f-3dbc-491d-a666-66e4bb888766,25.44,0.428266,2026-03-31 14:20:10.478490+00:00,2026-03-31 14:25:02.304280+00:00
73,f4df2066-1008-45cc-aa97-3f5ff673d4f9,AI,,BUY,SHORT,CLOSED,2026-03-31 14:20:02.842833+00:00,2026-03-31 14:25:02.767104+00:00,5,666,8.11,8.06,,,STOP_HIT,,,,,,f4df2066-1008-45cc-aa97-3f5ff673d4f9,f4df2066-1008-45cc-aa97-3f5ff673d4f9,78e84e3a-c17e-4ada-9510-467be047ccfd,33.3,0.616523,2026-03-31 14:20:09.080017+00:00,2026-03-31 14:25:02.879946+00:00
70,f34b0362-c9fd-4b17-9294-4d2d2e128160,QS,,BUY,SHORT,CLOSED,2026-03-31 14:03:36.674322+00:00,2026-03-31 14:25:04.501931+00:00,21.46,919,6.185,6.15,,,STOP_HIT,,,,,,f34b0362-c9fd-4b17-9294-4d2d2e128160,f34b0362-c9fd-4b17-9294-4d2d2e128160,b144973f-5396-46c2-bd1b-03ea9e0abd9f,32.165,0.565885,2026-03-31 14:03:41.026841+00:00,2026-03-31 14:25:04.616246+00:00
69,a8727d8d-692a-4b02-abeb-590b2706d3f6,LCID,,BUY,SHORT,CLOSED,2026-03-31 14:02:08.258741+00:00,2026-03-31 14:25:04.925758+00:00,22.94,653,9.435,9.36,,,STOP_HIT,,,,,,a8727d8d-692a-4b02-abeb-590b2706d3f6,a8727d8d-692a-4b02-abeb-590b2706d3f6,e5cfba40-a817-449f-b0de-4c2f1c36f9d4,48.975,0.794913,2026-03-31 14:02:12.577252+00:00,2026-03-31 14:25:05.053854+00:00
75,2f634c84-4bcc-49b0-8715-c7f9b86165c1,AMD,,BUY,SHORT,CLOSED,2026-03-31 14:30:02.342816+00:00,2026-03-31 14:45:04.714436+00:00,15.04,32,200.88,199.8309,,,STOP_HIT,,,,,,2f634c84-4bcc-49b0-8715-c7f9b86165c1,2f634c84-4bcc-49b0-8715-c7f9b86165c1,4c62b6d5-9872-4f15-a365-75fd02445aeb,33.5712,0.522252,2026-03-31 14:30:07.136753+00:00,2026-03-31 14:45:04.830784+00:00
78,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,MU,,BUY,SHORT,CLOSED,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:02.769505+00:00,15.01,18,328.83,324,,,STOP_HIT,,,,,,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,1c9a4736-fcc0-434a-a462-c0f1cde23861,86.94,1.468844,2026-03-31 14:40:08.218181+00:00,2026-03-31 14:55:02.890616+00:00
77,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,AVGO,,BUY,SHORT,CLOSED,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:03.205538+00:00,15.01,20,302.59,301.31,,,STOP_HIT,,,,,,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,6f85a317-aa8d-4725-8f05-738730fa2177,25.6,0.423015,2026-03-31 14:40:07.467763+00:00,2026-03-31 14:55:03.332673+00:00
76,61f61a89-2005-479a-99c2-dce29f0f180d,GOOGL,,BUY,SHORT,CLOSED,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:03.638108+00:00,15.02,21,281.93,281.0581,,,STOP_HIT,,,,,,61f61a89-2005-479a-99c2-dce29f0f180d,61f61a89-2005-479a-99c2-dce29f0f180d,ccfe0c59-f4bd-49b2-b788-2dde8badd3bf,18.3099,0.309261,2026-03-31 14:40:06.736074+00:00,2026-03-31 14:55:03.756045+00:00
71,fb1de50a-7192-4bd8-b723-6574f8ef1615,TAL,,BUY,SHORT,CLOSED,2026-03-31 14:10:02.927632+00:00,2026-03-31 14:55:04.723702+00:00,45.03,618,11.32,11.23,,,STOP_HIT,,,,,,fb1de50a-7192-4bd8-b723-6574f8ef1615,fb1de50a-7192-4bd8-b723-6574f8ef1615,fedd2ff3-59ae-4cac-929c-485adf8403f6,55.62,0.795053,2026-03-31 14:10:07.666903+00:00,2026-03-31 14:55:04.837572+00:00
72,d038bed9-2060-46a8-b5cb-143a68c07fb6,BBAI,,BUY,SHORT,CLOSED,2026-03-31 14:10:02.927632+00:00,2026-03-31 15:00:07.705221+00:00,50.08,2102,3.255,3.22,,,STOP_HIT,,,,,,d038bed9-2060-46a8-b5cb-143a68c07fb6,d038bed9-2060-46a8-b5cb-143a68c07fb6,7557693a-151e-4997-965b-ebb4a978367e,73.57,1.075269,2026-03-31 14:10:08.435485+00:00,2026-03-31 15:00:07.811635+00:00
79,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,NU,,BUY,SHORT,CLOSED,2026-03-31 15:20:02.873678+00:00,2026-03-31 15:30:07.526456+00:00,10.08,498,14.005,13.95,,,STOP_HIT,,,,,,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,c204cbf3-bf70-4648-ab17-786e0199535d,27.39,0.392717,2026-03-31 15:20:07.220491+00:00,2026-03-31 15:30:07.641375+00:00
80,557f87fe-029f-44a1-ac72-ceb8ca277a58,AAPL,,BUY,LONG,CLOSED,2026-03-31 16:30:03.001408+00:00,2026-03-31 16:40:07.855798+00:00,10.08,22,250.2,251.7091,,,TARGET_HIT,,,,,,557f87fe-029f-44a1-ac72-ceb8ca277a58,557f87fe-029f-44a1-ac72-ceb8ca277a58,6b53573e-a767-450e-84b0-7c1e7da79c59,33.2002,0.603157,2026-03-31 16:30:08.130048+00:00,2026-03-31 16:40:07.969643+00:00
