id,event_time,event_type,symbol,side,shares,price,mode,order_id,parent_order_id,status,created_at
120,2026-03-31 07:04:06.571564+00:00,STOP_HIT,NVDA,SELL,1,165.42,,92229a9f-3aea-4a8a-82a7-a3f4d203414d,872c3eca-d734-4661-93f5-f52635818d03,CLOSED,2026-03-31 07:04:06.805518+00:00
121,2026-03-31 08:40:40.858315+00:00,MANUAL_CLOSE,AAPL,SELL,1,249.22,,7ab41e22-1dba-45b4-aaff-f4ce70a2a56e,ad1dd4f8-fe7d-4abc-b23f-ec51605e4e9b,CLOSED,2026-03-31 08:40:41.124821+00:00
122,2026-03-31 08:40:41.850021+00:00,MANUAL_CLOSE,SOFI,SELL,32,15.3884,,645a5c54-1233-4053-8db2-36b2492a0c0e,ac0dc9b6-105f-415a-bc13-cee918b60641,CLOSED,2026-03-31 08:40:42.058910+00:00
123,2026-03-31 08:40:42.788424+00:00,MANUAL_CLOSE,AVGO,SELL,1,301.54,,67a65d4e-2536-4aee-b668-a14fc7d8a8a0,6138d723-29b3-428c-943f-ccbec45211be,CLOSED,2026-03-31 08:40:43.010092+00:00
124,2026-03-31 08:40:43.784179+00:00,MANUAL_CLOSE,MSFT,SELL,1,357.36,,562ab253-0f7b-4266-acfa-8d850ad0be5f,46d93a5f-a3dd-4ad1-8926-d265e132e6bb,CLOSED,2026-03-31 08:40:43.974160+00:00
125,2026-03-31 08:40:44.701186+00:00,MANUAL_CLOSE,NVDA,SELL,2,165.42,,92229a9f-3aea-4a8a-82a7-a3f4d203414d,f0e896b2-c10a-477d-b836-75b27353b504,CLOSED,2026-03-31 08:40:44.872383+00:00
126,2026-03-31 08:40:45.602108+00:00,MANUAL_CLOSE,IONQ,SELL,18,27.49,,d041952c-6608-4502-839a-8406befb4df8,94da4a8b-1b9b-4ac6-b7dc-79e3f5db750e,CLOSED,2026-03-31 08:40:45.793491+00:00
127,2026-03-31 08:40:46.512560+00:00,MANUAL_CLOSE,ACHR,SELL,97,5.11,,20996bc1-8fb9-4041-b8c0-a76b0bd32877,e8ff711d-9a13-4539-adaa-e67c9ef19960,CLOSED,2026-03-31 08:40:46.696389+00:00
128,2026-03-31 08:40:48.417138+00:00,MANUAL_CLOSE,JOBY,SELL,61,8.11,,e58b8b7d-4c15-456a-ac33-5bdad486d3ce,ba25b830-e199-4360-ae5e-503fbe4b1365,CLOSED,2026-03-31 08:40:48.621596+00:00
129,2026-03-31 08:40:49.341494+00:00,MANUAL_CLOSE,NFLX,SELL,5,93.44,,4f7fc9a4-9a9c-4693-aa45-c464e97668e5,b85fdb47-48ba-456e-a976-ab4d8bc58a07,CLOSED,2026-03-31 08:40:51.461389+00:00
130,2026-03-31 08:40:52.189386+00:00,MANUAL_CLOSE,AAPL,SELL,2,249.22,,7ab41e22-1dba-45b4-aaff-f4ce70a2a56e,db80d00a-5a7c-4e6c-bb5f-e461ba699223,CLOSED,2026-03-31 08:40:52.379471+00:00
131,2026-03-31 08:40:53.104074+00:00,MANUAL_CLOSE,HIMS,SELL,25,19.37,,245af454-1e22-4f10-904a-cf8e62c2a72c,e1c99629-c32f-4912-a9c6-f602bfbf85f9,CLOSED,2026-03-31 08:40:53.261323+00:00
132,2026-03-31 08:40:53.986250+00:00,MANUAL_CLOSE,GOOGL,SELL,1,274.58,,ba61630c-4003-4f83-986f-c0d0f957d9ab,99ffefa4-e5f8-4545-b88e-b956fb02203c,CLOSED,2026-03-31 08:40:54.168420+00:00
133,2026-03-31 08:40:54.894723+00:00,MANUAL_CLOSE,TSLA,SELL,1,366.22,,f6af3684-1ae3-4dfc-a17e-15cd4f94deaf,72b0a1e0-d79a-4f2e-97b0-247bd4c91cce,CLOSED,2026-03-31 08:40:55.085116+00:00
134,2026-03-31 08:40:55.809981+00:00,MANUAL_CLOSE,PLTR,SELL,3,143.3,,9e3d625f-9656-4ae3-98dc-850bef93af3b,b5cdf892-fed8-4144-b8f0-bc6d1a1282c0,CLOSED,2026-03-31 08:40:55.983641+00:00
135,2026-03-31 08:40:56.705807+00:00,MANUAL_CLOSE,AMZN,SELL,2,199.52,,7d500d41-97ab-4b42-92f8-4496756f5edd,a06eb49c-e0a7-4264-80d8-1717159345a7,CLOSED,2026-03-31 08:40:56.896889+00:00
136,2026-03-31 08:40:57.622243+00:00,MANUAL_CLOSE,AI,SELL,63,7.78,,dc9eae8c-3fb8-47d9-8798-c94497bcd31c,a91ca213-7116-48aa-b2f2-4a2793799db3,CLOSED,2026-03-31 08:40:57.796666+00:00
137,2026-03-31 14:02:08.258741+00:00,OPEN,LCID,BUY,653,9.435,secondary,a8727d8d-692a-4b02-abeb-590b2706d3f6,a8727d8d-692a-4b02-abeb-590b2706d3f6,OPEN,2026-03-31 14:02:12.504963+00:00
138,2026-03-31 14:03:36.674322+00:00,OPEN,QS,BUY,919,6.185,secondary,f34b0362-c9fd-4b17-9294-4d2d2e128160,f34b0362-c9fd-4b17-9294-4d2d2e128160,OPEN,2026-03-31 14:03:40.939809+00:00
