id,event_time,event_type,symbol,side,shares,price,mode,order_id,parent_order_id,status,created_at
139,2026-03-31 14:10:02.927632+00:00,OPEN,TAL,BUY,618,11.32,third,fb1de50a-7192-4bd8-b723-6574f8ef1615,fb1de50a-7192-4bd8-b723-6574f8ef1615,OPEN,2026-03-31 14:10:07.569600+00:00
140,2026-03-31 14:10:02.927632+00:00,OPEN,BBAI,BUY,2102,3.255,third,d038bed9-2060-46a8-b5cb-143a68c07fb6,d038bed9-2060-46a8-b5cb-143a68c07fb6,OPEN,2026-03-31 14:10:08.355541+00:00
141,2026-03-31 14:20:02.842833+00:00,OPEN,AI,BUY,666,8.11,fourth,f4df2066-1008-45cc-aa97-3f5ff673d4f9,f4df2066-1008-45cc-aa97-3f5ff673d4f9,OPEN,2026-03-31 14:20:08.997256+00:00
142,2026-03-31 14:20:02.842833+00:00,OPEN,NU,BUY,424,14.01,fourth,12db5f1c-d0da-43af-91ce-163114dbe059,12db5f1c-d0da-43af-91ce-163114dbe059,OPEN,2026-03-31 14:20:10.391037+00:00
143,2026-03-31 14:25:02.187768+00:00,STOP_HIT,NU,BUY,424,13.95,,af59d05f-3dbc-491d-a666-66e4bb888766,12db5f1c-d0da-43af-91ce-163114dbe059,CLOSED,2026-03-31 14:25:02.225467+00:00
144,2026-03-31 14:25:02.767104+00:00,STOP_HIT,AI,BUY,666,8.06,,78e84e3a-c17e-4ada-9510-467be047ccfd,f4df2066-1008-45cc-aa97-3f5ff673d4f9,CLOSED,2026-03-31 14:25:02.804481+00:00
145,2026-03-31 14:25:04.501931+00:00,STOP_HIT,QS,BUY,919,6.15,,b144973f-5396-46c2-bd1b-03ea9e0abd9f,f34b0362-c9fd-4b17-9294-4d2d2e128160,CLOSED,2026-03-31 14:25:04.537797+00:00
146,2026-03-31 14:25:04.925758+00:00,STOP_HIT,LCID,BUY,653,9.36,,e5cfba40-a817-449f-b0de-4c2f1c36f9d4,a8727d8d-692a-4b02-abeb-590b2706d3f6,CLOSED,2026-03-31 14:25:04.962567+00:00
147,2026-03-31 14:30:02.342816+00:00,OPEN,AMD,BUY,32,200.88,core_one,2f634c84-4bcc-49b0-8715-c7f9b86165c1,2f634c84-4bcc-49b0-8715-c7f9b86165c1,OPEN,2026-03-31 14:30:07.047528+00:00
148,2026-03-31 14:40:02.329029+00:00,OPEN,GOOGL,BUY,21,281.93,core_two,61f61a89-2005-479a-99c2-dce29f0f180d,61f61a89-2005-479a-99c2-dce29f0f180d,OPEN,2026-03-31 14:40:06.655074+00:00
149,2026-03-31 14:40:02.329029+00:00,OPEN,AVGO,BUY,20,302.59,core_two,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,OPEN,2026-03-31 14:40:07.392752+00:00
150,2026-03-31 14:40:02.329029+00:00,OPEN,MU,BUY,18,328.83,core_two,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,OPEN,2026-03-31 14:40:08.133924+00:00
151,2026-03-31 14:45:04.714436+00:00,STOP_HIT,AMD,BUY,32,199.8309,,4c62b6d5-9872-4f15-a365-75fd02445aeb,2f634c84-4bcc-49b0-8715-c7f9b86165c1,CLOSED,2026-03-31 14:45:04.750997+00:00
152,2026-03-31 14:55:02.769505+00:00,STOP_HIT,MU,BUY,18,324,,1c9a4736-fcc0-434a-a462-c0f1cde23861,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,CLOSED,2026-03-31 14:55:02.805801+00:00
153,2026-03-31 14:55:03.205538+00:00,STOP_HIT,AVGO,BUY,20,301.31,,6f85a317-aa8d-4725-8f05-738730fa2177,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,CLOSED,2026-03-31 14:55:03.243229+00:00
154,2026-03-31 14:55:03.638108+00:00,STOP_HIT,GOOGL,BUY,21,281.0581,,ccfe0c59-f4bd-49b2-b788-2dde8badd3bf,61f61a89-2005-479a-99c2-dce29f0f180d,CLOSED,2026-03-31 14:55:03.672884+00:00
155,2026-03-31 14:55:04.723702+00:00,STOP_HIT,TAL,BUY,618,11.23,,fedd2ff3-59ae-4cac-929c-485adf8403f6,fb1de50a-7192-4bd8-b723-6574f8ef1615,CLOSED,2026-03-31 14:55:04.756084+00:00
156,2026-03-31 15:00:07.705221+00:00,STOP_HIT,BBAI,BUY,2102,3.22,,7557693a-151e-4997-965b-ebb4a978367e,d038bed9-2060-46a8-b5cb-143a68c07fb6,CLOSED,2026-03-31 15:00:07.736515+00:00
157,2026-03-31 15:20:02.873678+00:00,OPEN,NU,BUY,498,14.005,fourth,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,OPEN,2026-03-31 15:20:07.141687+00:00
158,2026-03-31 15:30:07.526456+00:00,STOP_HIT,NU,BUY,498,13.95,,c204cbf3-bf70-4648-ab17-786e0199535d,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,CLOSED,2026-03-31 15:30:07.561795+00:00
159,2026-03-31 16:30:03.001408+00:00,OPEN,AAPL,BUY,22,250.2,core_one,557f87fe-029f-44a1-ac72-ceb8ca277a58,557f87fe-029f-44a1-ac72-ceb8ca277a58,OPEN,2026-03-31 16:30:08.046473+00:00
160,2026-03-31 16:40:07.855798+00:00,TARGET_HIT,AAPL,BUY,22,251.7091,,6b53573e-a767-450e-84b0-7c1e7da79c59,557f87fe-029f-44a1-ac72-ceb8ca277a58,CLOSED,2026-03-31 16:40:07.887694+00:00
