timestamp_utc,event_type,symbol,name,mode,trade_source,broker,broker_order_id,broker_parent_order_id,broker_status,broker_filled_qty,broker_filled_avg_price,broker_exit_order_id,shares,entry_price,stop_price,target_price,exit_price,exit_reason,status,notes,linked_signal_timestamp_utc,linked_signal_entry,linked_signal_stop,linked_signal_target,linked_signal_confidence,inferred_stop_hit,inferred_target_hit,inferred_first_level_hit,inferred_analysis_start_utc,inferred_analysis_end_utc
2026-03-27T15:20:10.883551+00:00,TARGET_HIT,BBAI,BigBear.ai,third,ALPACA_PAPER,ALPACA,6ce39db5-82eb-46a2-a657-3f114a9f50f5,6ce39db5-82eb-46a2-a657-3f114a9f50f5,filled,155.0,3.2,99afba7e-a363-453f-831f-10d7bd71ab35,155,3.225,3.239,3.1970000000000005,3.2,TARGET_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=TARGET_HIT,2026-03-27T15:10:00.837675+00:00,3.225,3.239,3.1970000000000005,93.0,,,,,
2026-03-27T15:25:03.751483+00:00,STOP_HIT,AMD,AMD,core_one,ALPACA_PAPER,ALPACA,796b8f9a-ff4a-499e-be8e-0805037f6157,796b8f9a-ff4a-499e-be8e-0805037f6157,filled,2.0,200.035,ba32f998-cef3-4688-b29f-e4220d858831,2,199.05,199.9635,197.223,200.035,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T14:30:01.503294+00:00,199.05,199.9635,197.223,101.0,,,,,
2026-03-27T15:25:04.865527+00:00,STOP_HIT,ACHR,Archer Aviation,secondary,ALPACA_PAPER,ALPACA,8c5d1096-4c31-4134-a459-d8d9f4cb3434,8c5d1096-4c31-4134-a459-d8d9f4cb3434,filled,96.0,5.21,a3dec79d-3cdc-4355-865e-430b9c598ea5,96,5.185,5.2147499999999996,5.1255,5.21,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T15:00:01.509428+00:00,5.185,5.2147499999999996,5.1255,98.0,,,,,
2026-03-27T15:25:05.485682+00:00,TARGET_HIT,QS,QuantumScape,secondary,ALPACA_PAPER,ALPACA,74c3e15b-02ae-439f-8c85-35708a4d4770,74c3e15b-02ae-439f-8c85-35708a4d4770,filled,79.0,6.25,6030c01f-b734-4e70-9f74-0682e7f7d07f,79,6.31,6.337999999999999,6.254,6.25,TARGET_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=TARGET_HIT,2026-03-27T15:00:01.509428+00:00,6.31,6.337999999999999,6.254,97.0,,,,,
2026-03-27T15:25:06.361773+00:00,STOP_HIT,QBTS,D-Wave Quantum,fourth,ALPACA_PAPER,ALPACA,149a850d-eba7-4fe4-8198-657e41425ea0,149a850d-eba7-4fe4-8198-657e41425ea0,filled,35.0,14.128,5261ef2a-e49c-4130-b977-e4dd04e2a4a7,35,14.035,14.115499999999999,13.874,14.128,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T15:20:01.726319+00:00,14.035,14.115499999999999,13.874,70.0,,,,,
2026-03-27T15:30:00.934981+00:00,OPEN,AAPL,Apple,core_one,ALPACA_PAPER,ALPACA,a6da8255-0ea1-41fc-bbaa-ca40b070d150,a6da8255-0ea1-41fc-bbaa-ca40b070d150,pending_new,,,,1,252.63,253.40525,251.0795,,,OPEN,Paper SELL bracket order submitted. client_order_id=scanner-AAPL-SELL-2526300-1,2026-03-27T15:30:00.934981+00:00,252.63,253.40525,251.0795,100.0,,,,,
2026-03-27T15:35:03.681152+00:00,STOP_HIT,GRAB,Grab,secondary,ALPACA_PAPER,ALPACA,812a8568-bc0b-4596-af8b-aa6908c2e8e5,812a8568-bc0b-4596-af8b-aa6908c2e8e5,filled,140.0,3.6,353d7627-21c1-43f4-932f-756f744e4f1a,140,3.565,3.5965000000000003,3.502,3.6,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T14:00:01.569351+00:00,3.565,3.5965000000000003,3.502,99.0,,,,,
2026-03-27T15:35:04.541617+00:00,STOP_HIT,IONQ,IonQ,fourth,ALPACA_PAPER,ALPACA,a54b4c5c-f4bc-4550-9fb4-70d1dc3327a7,a54b4c5c-f4bc-4550-9fb4-70d1dc3327a7,filled,17.0,28.7,52588b76-4976-4033-b929-d68327a2ab75,17,28.49,28.657999999999998,28.154,28.7,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T14:20:00.939825+00:00,28.49,28.657999999999998,28.154,70.0,,,,,
2026-03-27T15:35:05.645246+00:00,STOP_HIT,RKLB,Rocket Lab,third,ALPACA_PAPER,ALPACA,b8d9a0a4-657c-430f-ab38-6dbe3e7247e3,b8d9a0a4-657c-430f-ab38-6dbe3e7247e3,filled,8.0,62.61,d1581b5b-9e3a-4544-aa1f-8e447d838675,8,62.03,62.589999999999996,60.910000000000004,62.61,STOP_HIT,CLOSED,Paper trade exit synced from Alpaca. exit_event=STOP_HIT,2026-03-27T15:10:00.837675+00:00,62.03,62.589999999999996,60.910000000000004,70.0,,,,,
2026-03-27T15:40:01.594074+00:00,OPEN,MU,Micron,core_two,ALPACA_PAPER,ALPACA,95a06e10-c13c-4abd-aa2a-fe440ef263fc,95a06e10-c13c-4abd-aa2a-fe440ef263fc,pending_new,,,,1,366.11,362.51375,373.3025,,,OPEN,Paper BUY bracket order submitted. client_order_id=scanner-MU-BUY-3661100-1,2026-03-27T15:40:01.594074+00:00,366.11,362.51375,373.3025,80.0,,,,,
