id,timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,current_open_positions,current_open_exposure,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids,created_at
103,2026-04-03 13:55:04.753987+00:00,2026-04-03T13-55-04.753987+00-00_primary,SCHEDULED,OPENING,0,primary,100027.48,0,0,False,PRIMARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 09:55 Current Poland time: 2026-04-03 15:55,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 13:55:05.067235+00:00
104,2026-04-03 14:05:04.343358+00:00,2026-04-03T14-05-04.343358+00-00_secondary,SCHEDULED,MORNING,0,secondary,100027.48,0,0,False,SECONDARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:05 Current Poland time: 2026-04-03 16:05,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:05:04.659847+00:00
105,2026-04-03 14:15:04.331807+00:00,2026-04-03T14-15-04.331807+00-00_third,SCHEDULED,MORNING,0,third,100027.48,0,0,False,THIRD,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:15 Current Poland time: 2026-04-03 16:15,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:15:04.621416+00:00
106,2026-04-03 14:25:04.365616+00:00,2026-04-03T14-25-04.365616+00-00_fourth,SCHEDULED,MORNING,0,fourth,100027.48,0,0,False,FOURTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:25 Current Poland time: 2026-04-03 16:25,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:25:04.689695+00:00
107,2026-04-03 14:35:04.421084+00:00,2026-04-03T14-35-04.421084+00-00_fifth,SCHEDULED,MORNING,0,fifth,100027.48,0,0,False,FIFTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:35 Current Poland time: 2026-04-03 16:35,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:35:04.746608+00:00
108,2026-04-03 14:45:04.321474+00:00,2026-04-03T14-45-04.321474+00-00_sixth,SCHEDULED,MORNING,0,sixth,100027.48,0,0,False,SIXTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:45 Current Poland time: 2026-04-03 16:45,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:45:04.632969+00:00
109,2026-04-03 14:55:04.930406+00:00,2026-04-03T14-55-04.930406+00-00_core_one,SCHEDULED,MORNING,0,core_one,100027.48,0,0,False,CORE_ONE,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 10:55 Current Poland time: 2026-04-03 16:55,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 14:55:05.254508+00:00
110,2026-04-03 15:05:05.338570+00:00,2026-04-03T15-05-05.338570+00-00_core_two,SCHEDULED,MORNING,0,core_two,100027.48,0,0,False,CORE_TWO,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:05 Current Poland time: 2026-04-03 17:05,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:05:05.661007+00:00
111,2026-04-03 15:15:04.313311+00:00,2026-04-03T15-15-04.313311+00-00_core_three,SCHEDULED,MORNING,0,core_three,100027.48,0,0,False,CORE_THREE,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:15 Current Poland time: 2026-04-03 17:15,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:15:04.590655+00:00
112,2026-04-03 15:25:05.286941+00:00,2026-04-03T15-25-05.286941+00-00_primary,SCHEDULED,MORNING,0,primary,100027.48,0,0,False,PRIMARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:25 Current Poland time: 2026-04-03 17:25,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:25:05.610241+00:00
113,2026-04-03 15:35:04.457409+00:00,2026-04-03T15-35-04.457409+00-00_secondary,SCHEDULED,MORNING,0,secondary,100027.48,0,0,False,SECONDARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:35 Current Poland time: 2026-04-03 17:35,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:35:04.778095+00:00
114,2026-04-03 15:45:04.337524+00:00,2026-04-03T15-45-04.337524+00-00_third,SCHEDULED,MORNING,0,third,100027.48,0,0,False,THIRD,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:45 Current Poland time: 2026-04-03 17:45,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:45:04.598305+00:00
115,2026-04-03 15:55:04.400176+00:00,2026-04-03T15-55-04.400176+00-00_fourth,SCHEDULED,MORNING,0,fourth,100027.48,0,0,False,FOURTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 11:55 Current Poland time: 2026-04-03 17:55,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 15:55:04.680255+00:00
116,2026-04-03 16:05:05.481702+00:00,2026-04-03T16-05-05.481702+00-00_fifth,SCHEDULED,MIDDAY,0,fifth,100027.48,0,0,False,FIFTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:05 Current Poland time: 2026-04-03 18:05,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:05:05.801098+00:00
117,2026-04-03 16:15:04.389446+00:00,2026-04-03T16-15-04.389446+00-00_sixth,SCHEDULED,MIDDAY,0,sixth,100027.48,0,0,False,SIXTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:15 Current Poland time: 2026-04-03 18:15,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:15:04.711872+00:00
118,2026-04-03 16:25:04.033021+00:00,2026-04-03T16-25-04.033021+00-00_core_one,SCHEDULED,MIDDAY,0,core_one,100027.48,0,0,False,CORE_ONE,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:25 Current Poland time: 2026-04-03 18:25,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:25:04.309269+00:00
119,2026-04-03 16:35:04.423924+00:00,2026-04-03T16-35-04.423924+00-00_core_two,SCHEDULED,MIDDAY,0,core_two,100027.48,0,0,False,CORE_TWO,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:35 Current Poland time: 2026-04-03 18:35,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:35:04.745115+00:00
120,2026-04-03 16:45:04.450541+00:00,2026-04-03T16-45-04.450541+00-00_core_three,SCHEDULED,MIDDAY,0,core_three,100027.48,0,0,False,CORE_THREE,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:45 Current Poland time: 2026-04-03 18:45,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:45:04.763736+00:00
121,2026-04-03 16:55:04.318817+00:00,2026-04-03T16-55-04.318817+00-00_primary,SCHEDULED,MIDDAY,0,primary,100027.48,0,0,False,PRIMARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 12:55 Current Poland time: 2026-04-03 18:55,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 16:55:04.630879+00:00
122,2026-04-03 17:05:04.405379+00:00,2026-04-03T17-05-04.405379+00-00_secondary,SCHEDULED,MIDDAY,0,secondary,100027.48,0,0,False,SECONDARY,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 13:05 Current Poland time: 2026-04-03 19:05,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 17:05:04.720607+00:00
123,2026-04-03 17:15:04.236641+00:00,2026-04-03T17-15-04.236641+00-00_third,SCHEDULED,MIDDAY,0,third,100027.48,0,0,False,THIRD,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 13:15 Current Poland time: 2026-04-03 19:15,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 17:15:04.569186+00:00
124,2026-04-03 17:25:04.316801+00:00,2026-04-03T17-25-04.316801+00-00_fourth,SCHEDULED,MIDDAY,0,fourth,100027.48,0,0,False,FOURTH,0,,,,,,,,,US market closed today (NYSE holiday or weekend). Current New York time: 2026-04-03 13:25 Current Poland time: 2026-04-03 19:25,,,True,0,0,0,0,0,0,,,,,,,2026-04-03 17:25:04.634269+00:00
