timestamp_utc,scan_id,scan_source,market_phase,mode,core_group,paper_trade_enabled,candidate_count,placed_count,skipped_count,long_candidate_count,short_candidate_count,placed_long_count,placed_short_count,placement_rate_pct,candidate_symbols,placed_symbols,skipped_symbols,skip_reasons,confidence_values,benchmark_sp500,benchmark_nasdaq,reason
2026-03-27T16:40:01.577501+00:00,2026-03-27T16-40-01.577501+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,3,1,2,0,3,0,1,33.33,"META,AMZN,AVGO",AVGO,"META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,"90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T16:50:01.567138+00:00,2026-03-27T16-50-01.567138+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,5,4,1,0,5,0,4,80.0,"RIVN,SOFI,NIO,HIMS,JOBY","RIVN,SOFI,NIO,HIMS",JOBY,JOBY:symbol_already_open,"83.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T17:00:01.537399+00:00,2026-03-27T17-00-01.537399+00-00_secondary,SCHEDULED,MIDDAY,secondary,non_core,True,2,0,2,0,2,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:alpaca_order_rejected|ACHR:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T17:10:01.430806+00:00,2026-03-27T17-10-01.430806+00-00_third,SCHEDULED,MIDDAY,third,non_core,True,1,0,1,0,1,0,0,0.0,RKLB,,RKLB,RKLB:symbol_already_open,70.0,SELL,SELL,No trade today
2026-03-27T17:20:00.949657+00:00,2026-03-27T17-20-00.949657+00-00_fourth,SCHEDULED,MIDDAY,fourth,non_core,True,3,2,1,0,3,0,2,66.67,"AI,QBTS,IONQ","QBTS,IONQ",AI,AI:symbol_already_open,"70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T17:30:01.600702+00:00,2026-03-27T17-30-01.600702+00-00_core_one,SCHEDULED,MIDDAY,core_one,core,True,4,2,2,0,4,0,2,50.0,"NVDA,TSLA,AAPL,PLTR","TSLA,AAPL","NVDA,PLTR",NVDA:symbol_already_open|PLTR:symbol_already_open,"91.0,86.0,100.0,90.0",SELL,SELL,No trade today
2026-03-27T17:40:00.935799+00:00,2026-03-27T17-40-00.935799+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,4,2,2,0,4,0,2,50.0,"META,AMZN,GOOGL,AVGO","GOOGL,AVGO","META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,"90.0,90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T17:50:01.546774+00:00,2026-03-27T17-50-01.546774+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,5,5,0,0,5,0,5,100.0,"RIVN,SOFI,NIO,HIMS,JOBY","RIVN,SOFI,NIO,HIMS,JOBY",,,"100.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T18:00:01.444904+00:00,2026-03-27T18-00-01.444904+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,1,1,0,2,0,1,50.0,"LCID,ACHR",ACHR,LCID,LCID:alpaca_order_rejected,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:10:01.348784+00:00,2026-03-27T18-10-01.348784+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,2,2,0,0,2,0,2,100.0,"BITF,RKLB","BITF,RKLB",,,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:20:01.504748+00:00,2026-03-27T18-20-01.504748+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,1,3,0,4,0,1,25.0,"SOUN,AI,QBTS,IONQ",IONQ,"SOUN,AI,QBTS",SOUN:alpaca_order_rejected|AI:symbol_already_open|QBTS:symbol_already_open,"70.0,70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:30:01.531733+00:00,2026-03-27T18-30-01.531733+00-00_core_one,SCHEDULED,AFTERNOON,core_one,core,True,4,1,3,0,4,0,1,25.0,"NVDA,TSLA,AAPL,PLTR",AAPL,"NVDA,TSLA,PLTR",NVDA:symbol_already_open|TSLA:symbol_already_open|PLTR:symbol_already_open,"90.0,91.0,100.0,90.0",SELL,SELL,No trade today
2026-03-27T18:40:00.955508+00:00,2026-03-27T18-40-00.955508+00-00_core_two,SCHEDULED,AFTERNOON,core_two,core,True,4,1,3,0,4,0,1,25.0,"META,AMZN,NFLX,AVGO",NFLX,"META,AMZN,AVGO",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|AVGO:stop_cooldown_until_2026-03-27T18:45:04.761023+00:00,"90.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T18:50:00.912179+00:00,2026-03-27T18-50-00.912179+00-00_primary,SCHEDULED,AFTERNOON,primary,non_core,True,5,1,4,0,5,0,1,20.0,"RIVN,SOFI,NIO,HIMS,JOBY",JOBY,"RIVN,SOFI,NIO,HIMS",RIVN:stop_cooldown_until_2026-03-27T19:05:04.410073+00:00|SOFI:stop_cooldown_until_2026-03-27T18:50:10.849562+00:00|NIO:symbol_already_open|HIMS:symbol_already_open,"91.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T19:00:01.566227+00:00,2026-03-27T19-00-01.566227+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,1,1,0,2,0,1,50.0,"LCID,ACHR",ACHR,LCID,LCID:alpaca_order_rejected,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T19:10:01.520231+00:00,2026-03-27T19-10-01.520231+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,1,0,1,0,1,0,0,0.0,RKLB,,RKLB,RKLB:stop_cooldown_until_2026-03-27T19:15:04.363370+00:00,70.0,SELL,SELL,No trade today
2026-03-27T19:20:01.517793+00:00,2026-03-27T19-20-01.517793+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,2,2,0,4,0,2,50.0,"SOUN,AI,QBTS,IONQ","QBTS,IONQ","SOUN,AI",SOUN:alpaca_order_rejected|AI:symbol_already_open,"70.0,70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T19:30:01.465952+00:00,2026-03-27T19-30-01.465952+00-00_core_one,SCHEDULED,POWER_HOUR,core_one,core,True,5,2,3,0,5,0,2,40.0,"NVDA,TSLA,AAPL,PLTR,MSFT","NVDA,MSFT","TSLA,AAPL,PLTR",TSLA:symbol_already_open|AAPL:symbol_already_open|PLTR:symbol_already_open,"91.0,90.0,100.0,90.0,90.0",SELL,SELL,No trade today
2026-03-27T19:40:01.477014+00:00,2026-03-27T19-40-01.477014+00-00_core_two,SCHEDULED,POWER_HOUR,core_two,core,True,4,1,3,0,4,0,1,25.0,"META,AMZN,GOOGL,AVGO",AVGO,"META,AMZN,GOOGL",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|GOOGL:symbol_already_open,"90.0,90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T19:50:01.520754+00:00,2026-03-27T19-50-01.520754+00-00_primary,SCHEDULED,POWER_HOUR,primary,non_core,True,6,4,2,1,5,1,3,66.67,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY","RIVN,SOFI,SNAP,NIO","HIMS,JOBY",HIMS:symbol_already_open|JOBY:symbol_already_open,"100.0,90.0,80.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T08:03:14.237762+00:00,2026-03-30T08-03-14.237762+00-00_primary,MANUAL,PREMARKET,primary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,Too early — US market not open yet. US market is scheduled to trade today. Current New York time: 04:03 Current Poland time: 10:03 Run after 09:45 New York time / 15:45 Poland time.
2026-03-30T13:50:07.980692+00:00,2026-03-30T13-50-07.980692+00-00_primary,SCHEDULED,OPENING,primary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T13:50:41.590463+00:00,2026-03-30T13-50-41.590463+00-00_primary,MANUAL,OPENING,primary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:00:02.379252+00:00,2026-03-30T14-00-02.379252+00-00_secondary,SCHEDULED,MORNING,secondary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:10:01.763073+00:00,2026-03-30T14-10-01.763073+00-00_third,SCHEDULED,MORNING,third,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:20:01.884461+00:00,2026-03-30T14-20-01.884461+00-00_fourth,SCHEDULED,MORNING,fourth,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:30:02.574509+00:00,2026-03-30T14-30-02.574509+00-00_core_one,SCHEDULED,MORNING,core_one,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:40:02.591052+00:00,2026-03-30T14-40-02.591052+00-00_core_two,SCHEDULED,MORNING,core_two,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T14:50:02.518096+00:00,2026-03-30T14-50-02.518096+00-00_primary,SCHEDULED,MORNING,primary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:00:02.668141+00:00,2026-03-30T15-00-02.668141+00-00_secondary,SCHEDULED,MORNING,secondary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:10:02.527927+00:00,2026-03-30T15-10-02.527927+00-00_third,SCHEDULED,MORNING,third,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:18:05.318829+00:00,2026-03-30T15-18-05.318829+00-00_primary,MANUAL,MORNING,primary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:20:02.534495+00:00,2026-03-30T15-20-02.534495+00-00_fourth,SCHEDULED,MORNING,fourth,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:30:02.429800+00:00,2026-03-30T15-30-02.429800+00-00_core_one,SCHEDULED,MORNING,core_one,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:38:28.288991+00:00,2026-03-30T15-38-28.288991+00-00_core_one,MANUAL,MORNING,core_one,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:40:02.504929+00:00,2026-03-30T15-40-02.504929+00-00_core_two,SCHEDULED,MORNING,core_two,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T15:50:02.385570+00:00,2026-03-30T15-50-02.385570+00-00_primary,SCHEDULED,MORNING,primary,non_core,True,3,0,3,3,0,0,0,0.0,"SNAP,NIO,HIMS",,"SNAP,NIO,HIMS",SNAP:no_remaining_position_slots|NIO:no_remaining_position_slots|HIMS:symbol_already_open,"80.0,80.0,80.0",NEUTRAL,NEUTRAL,No trade today
2026-03-30T16:00:02.464991+00:00,2026-03-30T16-00-02.464991+00-00_secondary,SCHEDULED,MIDDAY,secondary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,NEUTRAL,NEUTRAL,No trade today
2026-03-30T16:09:10.484864+00:00,2026-03-30T16-09-10.484864+00-00_core_one,MANUAL,MIDDAY,core_one,core,True,4,0,4,1,3,0,0,0.0,"AAPL,AMD,PLTR,MSFT",,"AAPL,AMD,PLTR,MSFT",AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T16:10:01.729475+00:00,2026-03-30T16-10-01.729475+00-00_third,SCHEDULED,MIDDAY,third,non_core,True,2,0,2,0,2,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T16:15:41.926030+00:00,2026-03-30T16-15-41.926030+00-00_core_one,MANUAL,MIDDAY,core_one,core,True,4,0,4,1,3,0,0,0.0,"AAPL,AMD,PLTR,MSFT",,"AAPL,AMD,PLTR,MSFT",AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T16:20:05.825117+00:00,2026-03-30T16-20-05.825117+00-00_fourth,SCHEDULED,MIDDAY,fourth,non_core,True,2,0,2,1,1,0,0,0.0,"SOUN,QBTS",,"SOUN,QBTS",SOUN:no_remaining_position_slots|QBTS:no_remaining_position_slots,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T16:24:11.344432+00:00,2026-03-30T16-24-11.344432+00-00_core_one,MANUAL,MIDDAY,core_one,core,True,6,0,6,1,5,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,100.0,100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T16:27:25.831365+00:00,2026-03-30T16-27-25.831365+00-00_secondary,MANUAL,MIDDAY,secondary,non_core,True,0,0,0,0,0,0,0,0.0,,,,,,SELL,SELL,No trade today
2026-03-30T16:28:11.653347+00:00,2026-03-30T16-28-11.653347+00-00_core_one,MANUAL,MIDDAY,core_one,core,True,6,0,6,1,5,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,100.0,100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T16:30:00.237819+00:00,2026-03-30T16-30-00.237819+00-00_core_one,MANUAL,MIDDAY,core_one,core,True,6,0,6,1,5,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,100.0,100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T16:30:07.774540+00:00,2026-03-30T16-30-07.774540+00-00_core_one,SCHEDULED,MIDDAY,core_one,core,True,0,0,0,0,0,0,0,0.0,,,,,,,,No trade today
2026-03-30T16:40:02.532423+00:00,2026-03-30T16-40-02.532423+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,4,0,4,2,2,0,0,0.0,"META,AMZN,AVGO,MU",,"META,AMZN,AVGO,MU",META:no_remaining_position_slots|AMZN:symbol_already_open|AVGO:symbol_already_open|MU:no_remaining_position_slots,"90.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T16:50:02.508118+00:00,2026-03-30T16-50-02.508118+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,2,0,2,2,0,0,0,0.0,"SNAP,NIO",,"SNAP,NIO",SNAP:no_remaining_position_slots|NIO:no_remaining_position_slots,"80.0,80.0",SELL,SELL,No trade today
2026-03-30T17:00:01.905692+00:00,2026-03-30T17-00-01.905692+00-00_secondary,SCHEDULED,MIDDAY,secondary,non_core,True,1,0,1,0,1,0,0,0.0,ACHR,,ACHR,ACHR:symbol_already_open,70.0,SELL,SELL,No trade today
2026-03-30T17:10:02.326088+00:00,2026-03-30T17-10-02.326088+00-00_third,SCHEDULED,MIDDAY,third,non_core,True,2,0,2,0,2,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T17:20:02.490514+00:00,2026-03-30T17-20-02.490514+00-00_fourth,SCHEDULED,MIDDAY,fourth,non_core,True,2,0,2,0,2,0,0,0.0,"QBTS,IONQ",,"QBTS,IONQ",QBTS:no_remaining_position_slots|IONQ:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T17:30:02.528853+00:00,2026-03-30T17-30-02.528853+00-00_core_one,SCHEDULED,MIDDAY,core_one,core,True,5,0,5,0,5,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR",,"NVDA,TSLA,AAPL,AMD,PLTR",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open,"100.0,100.0,100.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T17:40:03.018097+00:00,2026-03-30T17-40-03.018097+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,3,0,3,0,3,0,0,0.0,"GOOGL,AVGO,MU",,"GOOGL,AVGO,MU",GOOGL:symbol_already_open|AVGO:symbol_already_open|MU:no_remaining_position_slots,"90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T17:50:01.834912+00:00,2026-03-30T17-50-01.834912+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,5,0,5,1,4,0,0,0.0,"RIVN,SOFI,SNAP,HIMS,JOBY",,"RIVN,SOFI,SNAP,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:symbol_already_open|SNAP:no_remaining_position_slots|HIMS:symbol_already_open|JOBY:symbol_already_open,"91.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T18:00:02.348769+00:00,2026-03-30T18-00-02.348769+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,0,2,0,2,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:no_remaining_position_slots|ACHR:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T18:10:02.404725+00:00,2026-03-30T18-10-02.404725+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,2,0,2,0,2,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T18:20:01.862584+00:00,2026-03-30T18-20-01.862584+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,2,0,2,0,2,0,0,0.0,"QBTS,IONQ",,"QBTS,IONQ",QBTS:no_remaining_position_slots|IONQ:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T18:30:02.148677+00:00,2026-03-30T18-30-02.148677+00-00_core_one,SCHEDULED,AFTERNOON,core_one,core,True,6,0,6,0,6,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:symbol_already_open|TSLA:symbol_already_open|AAPL:symbol_already_open|AMD:no_remaining_position_slots|PLTR:symbol_already_open|MSFT:symbol_already_open,"100.0,100.0,100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T18:40:02.450034+00:00,2026-03-30T18-40-02.450034+00-00_core_two,SCHEDULED,AFTERNOON,core_two,core,True,4,0,4,1,3,0,0,0.0,"META,GOOGL,AVGO,MU",,"META,GOOGL,AVGO,MU",META:no_remaining_position_slots|GOOGL:symbol_already_open|AVGO:symbol_already_open|MU:no_remaining_position_slots,"90.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T18:50:01.973306+00:00,2026-03-30T18-50-01.973306+00-00_primary,SCHEDULED,AFTERNOON,primary,non_core,True,4,0,4,0,4,0,0,0.0,"RIVN,SOFI,HIMS,JOBY",,"RIVN,SOFI,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:symbol_already_open|HIMS:symbol_already_open|JOBY:symbol_already_open,"91.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T19:00:02.435142+00:00,2026-03-30T19-00-02.435142+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,0,2,0,2,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:no_remaining_position_slots|ACHR:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T19:10:02.366968+00:00,2026-03-30T19-10-02.366968+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,2,0,2,0,2,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:no_remaining_position_slots|RKLB:no_remaining_position_slots,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T19:20:02.534805+00:00,2026-03-30T19-20-02.534805+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,2,0,2,0,2,0,0,0.0,"QBTS,IONQ",,"QBTS,IONQ",QBTS:no_remaining_position_slots|IONQ:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-30T19:30:02.529721+00:00,2026-03-30T19-30-02.529721+00-00_core_one,SCHEDULED,POWER_HOUR,core_one,core,True,6,2,4,0,6,0,2,33.33,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT","NVDA,AAPL","TSLA,AMD,PLTR,MSFT",TSLA:position_size_too_small_after_slot_compression|AMD:position_size_too_small_after_slot_compression|PLTR:position_size_too_small_after_slot_compression|MSFT:position_size_too_small_after_slot_compression,"100.0,100.0,100.0,90.0,90.0,90.0",SELL,SELL,No trade today
2026-03-30T19:40:02.424044+00:00,2026-03-30T19-40-02.424044+00-00_core_two,SCHEDULED,POWER_HOUR,core_two,core,True,4,0,4,0,4,0,0,0.0,"AMZN,GOOGL,AVGO,MU",,"AMZN,GOOGL,AVGO,MU",AMZN:position_size_too_small_after_slot_compression|GOOGL:position_size_too_small_after_slot_compression|AVGO:position_size_too_small_after_slot_compression|MU:position_size_too_small_after_slot_compression,"90.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-30T19:50:02.329360+00:00,2026-03-30T19-50-02.329360+00-00_primary,SCHEDULED,POWER_HOUR,primary,non_core,True,5,0,5,1,4,0,0,0.0,"RIVN,SOFI,SNAP,HIMS,JOBY",,"RIVN,SOFI,SNAP,HIMS,JOBY",RIVN:notional_limit_too_small|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,"100.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
