timestamp_utc,scan_id,scan_source,market_phase,mode,core_group,paper_trade_enabled,candidate_count,placed_count,skipped_count,long_candidate_count,short_candidate_count,placed_long_count,placed_short_count,placement_rate_pct,candidate_symbols,placed_symbols,skipped_symbols,skip_reasons,confidence_values,benchmark_sp500,benchmark_nasdaq,reason
2026-03-27T16:40:01.577501+00:00,2026-03-27T16-40-01.577501+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,3,1,2,0,3,0,1,33.33,"META,AMZN,AVGO",AVGO,"META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,"90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T16:50:01.567138+00:00,2026-03-27T16-50-01.567138+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,5,4,1,0,5,0,4,80.0,"RIVN,SOFI,NIO,HIMS,JOBY","RIVN,SOFI,NIO,HIMS",JOBY,JOBY:symbol_already_open,"83.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T17:00:01.537399+00:00,2026-03-27T17-00-01.537399+00-00_secondary,SCHEDULED,MIDDAY,secondary,non_core,True,2,0,2,0,2,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:alpaca_order_rejected|ACHR:symbol_already_open,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T17:10:01.430806+00:00,2026-03-27T17-10-01.430806+00-00_third,SCHEDULED,MIDDAY,third,non_core,True,1,0,1,0,1,0,0,0.0,RKLB,,RKLB,RKLB:symbol_already_open,70.0,SELL,SELL,No trade today
2026-03-27T17:20:00.949657+00:00,2026-03-27T17-20-00.949657+00-00_fourth,SCHEDULED,MIDDAY,fourth,non_core,True,3,2,1,0,3,0,2,66.67,"AI,QBTS,IONQ","QBTS,IONQ",AI,AI:symbol_already_open,"70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T17:30:01.600702+00:00,2026-03-27T17-30-01.600702+00-00_core_one,SCHEDULED,MIDDAY,core_one,core,True,4,2,2,0,4,0,2,50.0,"NVDA,TSLA,AAPL,PLTR","TSLA,AAPL","NVDA,PLTR",NVDA:symbol_already_open|PLTR:symbol_already_open,"91.0,86.0,100.0,90.0",SELL,SELL,No trade today
2026-03-27T17:40:00.935799+00:00,2026-03-27T17-40-00.935799+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,4,2,2,0,4,0,2,50.0,"META,AMZN,GOOGL,AVGO","GOOGL,AVGO","META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,"90.0,90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T17:50:01.546774+00:00,2026-03-27T17-50-01.546774+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,5,5,0,0,5,0,5,100.0,"RIVN,SOFI,NIO,HIMS,JOBY","RIVN,SOFI,NIO,HIMS,JOBY",,,"100.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T18:00:01.444904+00:00,2026-03-27T18-00-01.444904+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,1,1,0,2,0,1,50.0,"LCID,ACHR",ACHR,LCID,LCID:alpaca_order_rejected,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:10:01.348784+00:00,2026-03-27T18-10-01.348784+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,2,2,0,0,2,0,2,100.0,"BITF,RKLB","BITF,RKLB",,,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:20:01.504748+00:00,2026-03-27T18-20-01.504748+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,1,3,0,4,0,1,25.0,"SOUN,AI,QBTS,IONQ",IONQ,"SOUN,AI,QBTS",SOUN:alpaca_order_rejected|AI:symbol_already_open|QBTS:symbol_already_open,"70.0,70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T18:30:01.531733+00:00,2026-03-27T18-30-01.531733+00-00_core_one,SCHEDULED,AFTERNOON,core_one,core,True,4,1,3,0,4,0,1,25.0,"NVDA,TSLA,AAPL,PLTR",AAPL,"NVDA,TSLA,PLTR",NVDA:symbol_already_open|TSLA:symbol_already_open|PLTR:symbol_already_open,"90.0,91.0,100.0,90.0",SELL,SELL,No trade today
2026-03-27T18:40:00.955508+00:00,2026-03-27T18-40-00.955508+00-00_core_two,SCHEDULED,AFTERNOON,core_two,core,True,4,1,3,0,4,0,1,25.0,"META,AMZN,NFLX,AVGO",NFLX,"META,AMZN,AVGO",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|AVGO:stop_cooldown_until_2026-03-27T18:45:04.761023+00:00,"90.0,90.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T18:50:00.912179+00:00,2026-03-27T18-50-00.912179+00-00_primary,SCHEDULED,AFTERNOON,primary,non_core,True,5,1,4,0,5,0,1,20.0,"RIVN,SOFI,NIO,HIMS,JOBY",JOBY,"RIVN,SOFI,NIO,HIMS",RIVN:stop_cooldown_until_2026-03-27T19:05:04.410073+00:00|SOFI:stop_cooldown_until_2026-03-27T18:50:10.849562+00:00|NIO:symbol_already_open|HIMS:symbol_already_open,"91.0,90.0,80.0,80.0,80.0",SELL,SELL,No trade today
2026-03-27T19:00:01.566227+00:00,2026-03-27T19-00-01.566227+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,1,1,0,2,0,1,50.0,"LCID,ACHR",ACHR,LCID,LCID:alpaca_order_rejected,"70.0,70.0",SELL,SELL,No trade today
2026-03-27T19:10:01.520231+00:00,2026-03-27T19-10-01.520231+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,1,0,1,0,1,0,0,0.0,RKLB,,RKLB,RKLB:stop_cooldown_until_2026-03-27T19:15:04.363370+00:00,70.0,SELL,SELL,No trade today
2026-03-27T19:20:01.517793+00:00,2026-03-27T19-20-01.517793+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,2,2,0,4,0,2,50.0,"SOUN,AI,QBTS,IONQ","QBTS,IONQ","SOUN,AI",SOUN:alpaca_order_rejected|AI:symbol_already_open,"70.0,70.0,70.0,70.0",SELL,SELL,No trade today
2026-03-27T19:30:01.465952+00:00,2026-03-27T19-30-01.465952+00-00_core_one,SCHEDULED,POWER_HOUR,core_one,core,True,5,2,3,0,5,0,2,40.0,"NVDA,TSLA,AAPL,PLTR,MSFT","NVDA,MSFT","TSLA,AAPL,PLTR",TSLA:symbol_already_open|AAPL:symbol_already_open|PLTR:symbol_already_open,"91.0,90.0,100.0,90.0,90.0",SELL,SELL,No trade today
2026-03-27T19:40:01.477014+00:00,2026-03-27T19-40-01.477014+00-00_core_two,SCHEDULED,POWER_HOUR,core_two,core,True,4,1,3,0,4,0,1,25.0,"META,AMZN,GOOGL,AVGO",AVGO,"META,AMZN,GOOGL",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|GOOGL:symbol_already_open,"90.0,90.0,90.0,80.0",SELL,SELL,No trade today
2026-03-27T19:50:01.520754+00:00,2026-03-27T19-50-01.520754+00-00_primary,SCHEDULED,POWER_HOUR,primary,non_core,True,6,4,2,1,5,1,3,66.67,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY","RIVN,SOFI,SNAP,NIO","HIMS,JOBY",HIMS:symbol_already_open|JOBY:symbol_already_open,"100.0,90.0,80.0,80.0,80.0,80.0",SELL,SELL,No trade today
