id,scan_time,mode,scan_source,market_phase,candidate_count,placed_count,skipped_count,created_at
38,2026-03-30 08:03:14.237762+00:00,primary,MANUAL,PREMARKET,0,0,0,2026-03-30 08:03:14.626062+00:00
39,2026-03-30 13:50:07.980692+00:00,primary,SCHEDULED,OPENING,0,0,0,2026-03-30 13:50:13.242003+00:00
40,2026-03-30 13:50:41.590463+00:00,primary,MANUAL,OPENING,0,0,0,2026-03-30 13:50:45.086110+00:00
41,2026-03-30 14:00:02.379252+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-03-30 14:00:09.548108+00:00
42,2026-03-30 14:10:01.763073+00:00,third,SCHEDULED,MORNING,0,0,0,2026-03-30 14:10:06.626490+00:00
43,2026-03-30 14:20:01.884461+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-03-30 14:20:07.665754+00:00
44,2026-03-30 14:30:02.574509+00:00,core_one,SCHEDULED,MORNING,0,0,0,2026-03-30 14:30:08.596279+00:00
45,2026-03-30 14:40:02.591052+00:00,core_two,SCHEDULED,MORNING,0,0,0,2026-03-30 14:40:08.044480+00:00
46,2026-03-30 14:50:02.518096+00:00,primary,SCHEDULED,MORNING,0,0,0,2026-03-30 14:50:08.454091+00:00
47,2026-03-30 15:00:02.668141+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-03-30 15:00:11.717759+00:00
48,2026-03-30 15:10:02.527927+00:00,third,SCHEDULED,MORNING,0,0,0,2026-03-30 15:10:07.181844+00:00
49,2026-03-30 15:18:05.318829+00:00,primary,MANUAL,MORNING,0,0,0,2026-03-30 15:18:10.862685+00:00
50,2026-03-30 15:20:02.534495+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-03-30 15:20:07.358014+00:00
51,2026-03-30 15:30:02.429800+00:00,core_one,SCHEDULED,MORNING,0,0,0,2026-03-30 15:30:08.686281+00:00
52,2026-03-30 15:38:28.288991+00:00,core_one,MANUAL,MORNING,0,0,0,2026-03-30 15:38:32.738602+00:00
53,2026-03-30 15:40:02.504929+00:00,core_two,SCHEDULED,MORNING,0,0,0,2026-03-30 15:40:07.141806+00:00
54,2026-03-30 15:50:02.385570+00:00,primary,SCHEDULED,MORNING,3,0,3,2026-03-30 15:50:07.634776+00:00
55,2026-03-30 16:00:02.464991+00:00,secondary,SCHEDULED,MIDDAY,0,0,0,2026-03-30 16:00:11.354222+00:00
56,2026-03-30 16:09:10.484864+00:00,core_one,MANUAL,MIDDAY,4,0,4,2026-03-30 16:09:15.735024+00:00
57,2026-03-30 16:10:01.729475+00:00,third,SCHEDULED,MIDDAY,2,0,2,2026-03-30 16:10:07.040293+00:00
58,2026-03-30 16:15:41.926030+00:00,core_one,MANUAL,MIDDAY,4,0,4,2026-03-30 16:15:46.903142+00:00
59,2026-03-30 16:20:05.825117+00:00,fourth,SCHEDULED,MIDDAY,2,0,2,2026-03-30 16:20:10.921603+00:00
60,2026-03-30 16:24:11.344432+00:00,core_one,MANUAL,MIDDAY,6,0,6,2026-03-30 16:24:16.464862+00:00
61,2026-03-30 16:27:25.831365+00:00,secondary,MANUAL,MIDDAY,0,0,0,2026-03-30 16:27:30.149596+00:00
62,2026-03-30 16:28:11.653347+00:00,core_one,MANUAL,MIDDAY,6,0,6,2026-03-30 16:28:17.045466+00:00
63,2026-03-30 16:30:00.237819+00:00,core_one,MANUAL,MIDDAY,6,0,6,2026-03-30 16:30:06.536887+00:00
64,2026-03-30 16:30:07.774540+00:00,core_one,SCHEDULED,MIDDAY,0,0,0,2026-03-30 16:30:11.844849+00:00
65,2026-03-30 16:40:02.532423+00:00,core_two,SCHEDULED,MIDDAY,4,0,4,2026-03-30 16:40:07.843611+00:00
66,2026-03-30 16:50:02.508118+00:00,primary,SCHEDULED,MIDDAY,2,0,2,2026-03-30 16:50:07.932347+00:00
67,2026-03-30 17:00:01.905692+00:00,secondary,SCHEDULED,MIDDAY,1,0,1,2026-03-30 17:00:08.911122+00:00
68,2026-03-30 17:10:02.326088+00:00,third,SCHEDULED,MIDDAY,2,0,2,2026-03-30 17:10:07.603159+00:00
69,2026-03-30 17:20:02.490514+00:00,fourth,SCHEDULED,MIDDAY,2,0,2,2026-03-30 17:20:07.526020+00:00
70,2026-03-30 17:30:02.528853+00:00,core_one,SCHEDULED,MIDDAY,5,0,5,2026-03-30 17:30:08.253061+00:00
71,2026-03-30 17:40:03.018097+00:00,core_two,SCHEDULED,MIDDAY,3,0,3,2026-03-30 17:40:08.270964+00:00
72,2026-03-30 17:50:01.834912+00:00,primary,SCHEDULED,MIDDAY,5,0,5,2026-03-30 17:50:07.524891+00:00
73,2026-03-30 18:00:02.348769+00:00,secondary,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 18:00:09.233506+00:00
74,2026-03-30 18:10:02.404725+00:00,third,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 18:10:07.973227+00:00
75,2026-03-30 18:20:01.862584+00:00,fourth,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 18:20:08.478213+00:00
76,2026-03-30 18:30:02.148677+00:00,core_one,SCHEDULED,AFTERNOON,6,0,6,2026-03-30 18:30:08.752769+00:00
77,2026-03-30 18:40:02.450034+00:00,core_two,SCHEDULED,AFTERNOON,4,0,4,2026-03-30 18:40:08.456326+00:00
78,2026-03-30 18:50:01.973306+00:00,primary,SCHEDULED,AFTERNOON,4,0,4,2026-03-30 18:50:08.605911+00:00
79,2026-03-30 19:00:02.435142+00:00,secondary,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 19:00:10.128915+00:00
80,2026-03-30 19:10:02.366968+00:00,third,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 19:10:08.442104+00:00
81,2026-03-30 19:20:02.534805+00:00,fourth,SCHEDULED,AFTERNOON,2,0,2,2026-03-30 19:20:08.400884+00:00
82,2026-03-30 19:30:02.529721+00:00,core_one,SCHEDULED,POWER_HOUR,6,2,4,2026-03-30 19:30:09.901492+00:00
83,2026-03-30 19:40:02.424044+00:00,core_two,SCHEDULED,POWER_HOUR,4,0,4,2026-03-30 19:40:07.969479+00:00
84,2026-03-30 19:50:02.329360+00:00,primary,SCHEDULED,POWER_HOUR,5,0,5,2026-03-30 19:50:07.577437+00:00
