id,timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,current_open_positions,current_open_exposure,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids,created_at
67,2026-04-02 13:55:07.289844+00:00,2026-04-02T13-55-07.289844+00-00_primary,SCHEDULED,OPENING,5175,primary,99035.65,0,0,True,PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 13:55:12.793218+00:00
68,2026-04-02 14:05:06.036311+00:00,2026-04-02T14-05-06.036311+00-00_secondary,SCHEDULED,MORNING,13553,secondary,99035.65,1,9998.1,True,SECONDARY,1,Plug Power,PLUG,2.3,2.3,2.272,2.356,43058,99,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,PLUG,99.0,,,PLUG,scanner-PLUG-BUY-23000-4347,2026-04-02 14:05:19.819426+00:00
69,2026-04-02 14:15:05.976341+00:00,2026-04-02T14-15-05.976341+00-00_third,SCHEDULED,MORNING,6129,third,99019.92,1,10063.305,True,THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 14:15:12.330689+00:00
70,2026-04-02 14:25:06.066378+00:00,2026-04-02T14-25-06.066378+00-00_fourth,SCHEDULED,MORNING,4774,fourth,99164.68,1,10193.715,True,FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 14:25:11.068484+00:00
71,2026-04-02 14:35:06.445182+00:00,2026-04-02T14-35-06.445182+00-00_fifth,SCHEDULED,MORNING,3703,fifth,99237.27,0,0,True,FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 14:35:10.382736+00:00
72,2026-04-02 14:45:04.454034+00:00,2026-04-02T14-45-04.454034+00-00_sixth,SCHEDULED,MORNING,4123,sixth,99237.27,0,0,True,SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 14:45:08.812044+00:00
73,2026-04-02 14:55:10.111505+00:00,2026-04-02T14-55-10.111505+00-00_core_one,SCHEDULED,MORNING,10357,core_one,99237.27,3,29780.18,True,CORE_ONE,3,NVIDIA,NVDA,175.695,175.695,174.876,177.333,564,101,Price is above OR high and above VWAP.,,,True,3,3,0,3,3,0,"NVDA,PLTR,MSFT","101.0,100.0,95.0",,,"NVDA,PLTR,MSFT","scanner-NVDA-BUY-1756950-56,scanner-PLTR-BUY-1467550-68,scanner-MSFT-BUY-3689600-27",2026-04-02 14:55:20.688129+00:00
74,2026-04-02 15:05:05.890596+00:00,2026-04-02T15-05-05.890596+00-00_core_two,SCHEDULED,MORNING,9728,core_two,99319.61,5,49816.3692,True,CORE_TWO,2,Netflix,NFLX,97.36,97.36,96.8665,98.347,713,99,Price is above OR high and above VWAP.,,,True,2,2,0,2,2,0,"NFLX,AVGO","99.0,99.0",,,"NFLX,AVGO","scanner-NFLX-BUY-973600-102,scanner-AVGO-BUY-3120500-32",2026-04-02 15:05:15.829807+00:00
75,2026-04-02 15:15:07.048534+00:00,2026-04-02T15-15-07.048534+00-00_core_three,SCHEDULED,MORNING,5661,core_three,99364.77,6,59847.27,True,CORE_THREE,1,Adobe,ADBE,242.57,242.57,241.1175,245.475,203,89,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,ADBE,89.0,,,ADBE,scanner-ADBE-BUY-2425700-41,2026-04-02 15:15:12.920443+00:00
76,2026-04-02 15:25:08.738619+00:00,2026-04-02T15-25-08.738619+00-00_primary,SCHEDULED,MORNING,6874,primary,99267.78,6,59849.18,True,PRIMARY,1,Rivian,RIVN,15.195,15.195,15.0725,15.44,3252,101,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,RIVN,101.0,,,RIVN,scanner-RIVN-BUY-151950-658,2026-04-02 15:25:15.833053+00:00
77,2026-04-02 15:35:08.267920+00:00,2026-04-02T15-35-08.267920+00-00_secondary,SCHEDULED,MORNING,7028,secondary,99247.18,7,69822.9624,True,SECONDARY,1,Grab,GRAB,3.655,3.655,3.63925,3.6865,10785,93,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,GRAB,93.0,,,GRAB,scanner-GRAB-BUY-36550-2735,2026-04-02 15:35:15.508356+00:00
78,2026-04-02 15:45:10.867271+00:00,2026-04-02T15-45-10.867271+00-00_third,SCHEDULED,MORNING,6317,third,99307.49,5,49918.0768,True,THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 15:45:17.404322+00:00
79,2026-04-02 15:55:08.289743+00:00,2026-04-02T15-55-08.289743+00-00_fourth,SCHEDULED,MORNING,5117,fourth,99234.64,5,49844.5856,True,FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-02 15:55:13.624068+00:00
80,2026-04-02 16:05:08.237648+00:00,2026-04-02T16-05-08.237648+00-00_fifth,SCHEDULED,MIDDAY,6096,fifth,99213.88,6,59766.19,True,FIFTH,1,Robinhood,HOOD,68.99,68.99,68.1745,70.621,715,91,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,HOOD,91.0,,,HOOD,scanner-HOOD-BUY-689900-144,2026-04-02 16:05:14.563180+00:00
81,2026-04-02 16:15:09.263897+00:00,2026-04-02T16-15-09.263897+00-00_sixth,SCHEDULED,MIDDAY,6213,sixth,99140.89,7,69675.0296,True,SIXTH,1,TeraWulf,WULF,14.42,14.42,14.2555,14.749,2736,89,Price is above OR high and above VWAP.,,,True,1,1,0,1,1,0,WULF,89.0,,,WULF,scanner-WULF-BUY-144200-693,2026-04-02 16:15:15.710611+00:00
82,2026-04-02 16:25:08.787603+00:00,2026-04-02T16-25-08.787603+00-00_core_one,SCHEDULED,MIDDAY,7855,core_one,98908.7,8,79062.9278,True,CORE_ONE,3,NVIDIA,NVDA,175.97,175.97,175.151,177.608,167,93,Price is above OR high and above VWAP.,,,True,3,3,0,1,1,0,"NVDA,PLTR,MSFT","93.0,92.0,90.0","NVDA,PLTR",NVDA:symbol_already_open|PLTR:symbol_already_open,MSFT,scanner-MSFT-BUY-3698600-26,2026-04-02 16:25:16.863961+00:00
