id,event_time,event_type,symbol,side,shares,price,mode,order_id,parent_order_id,status,created_at
204,2026-04-02 18:55:04.049450+00:00,TARGET_HIT,WULF,BUY,693,14.75,,65d833f5-275f-4d23-9d01-c3654cf317ac,82b0c6bf-f660-4497-811d-5d095f095d34,CLOSED,2026-04-02 18:55:04.272124+00:00
205,2026-04-02 19:15:07.875576+00:00,TARGET_HIT,NVDA,BUY,56,177.33,,f52fd6ab-efab-4b61-881a-11b16dc65f50,4e035a5c-e149-4517-b31c-ca3f345d0618,CLOSED,2026-04-02 19:15:08.106093+00:00
206,2026-04-02 19:25:03.497383+00:00,TARGET_HIT,MSFT,BUY,26,372.21,,368c438f-d8ec-41f5-aa52-ca3b43774fb5,8e7980a4-479a-4d6a-bb78-38586a8f2719,CLOSED,2026-04-02 19:25:03.719393+00:00
207,2026-04-02 19:25:05.329151+00:00,TARGET_HIT,RIVN,BUY,658,15.44,,cb095777-0454-4df7-b6b7-6edfba0b67c9,bd850cab-2d14-468e-9008-2725fbdaaf3a,CLOSED,2026-04-02 19:25:05.565875+00:00
208,2026-04-02 19:25:10.053060+00:00,OPEN,AAPL,BUY,39,255.35,core_one,33572642-0cf0-4d8b-b5a9-10d1d16aff4a,33572642-0cf0-4d8b-b5a9-10d1d16aff4a,OPEN,2026-04-02 19:25:17.848549+00:00
209,2026-04-02 20:30:17.988000+00:00,MANUAL_CLOSE,AAPL,BUY,39,255.8777,,d1526b1c-782b-4c4d-a15c-b48e33ed74a2,33572642-0cf0-4d8b-b5a9-10d1d16aff4a,CLOSED,2026-04-02 20:30:18.233309+00:00
210,2026-04-02 20:30:19.597783+00:00,MANUAL_CLOSE,NIO,BUY,1609,6.27,,20b8810d-798d-463e-9657-2b69c44e493a,61d71130-0e72-40a3-8163-784c7f392123,CLOSED,2026-04-02 20:30:19.854150+00:00
211,2026-04-02 20:30:21.227655+00:00,MANUAL_CLOSE,HOOD,BUY,144,68.85,,508cddc3-a175-4955-b5d0-1d61eb7066aa,b97391a0-1309-4f13-8980-da7c8c203464,CLOSED,2026-04-02 20:30:21.442414+00:00
212,2026-04-02 20:30:22.830531+00:00,MANUAL_CLOSE,AVGO,BUY,32,314.4375,,77ae48f3-a68f-4bb9-8f74-9b7d580fdebf,88bd4db5-f223-46c2-aac4-cc62aa20d042,CLOSED,2026-04-02 20:30:23.062434+00:00
213,2026-04-02 20:30:24.064603+00:00,TARGET_HIT,NFLX,BUY,102,98.3803,,8a91394e-fcc4-499b-95ee-8316f87203cb,36852139-ddfb-49f4-bee2-b703fd52ff3a,CLOSED,2026-04-02 20:30:24.282303+00:00
214,2026-04-02 20:30:25.623134+00:00,MANUAL_CLOSE,PLTR,BUY,68,148.16,,c0156c38-8175-4e47-9222-a482ac9f3b93,7ef61919-7c62-49c5-b246-7f7c17d3c30d,CLOSED,2026-04-02 20:30:25.850988+00:00
