id,trade_key,symbol,mode,side,direction,status,entry_time,exit_time,duration_minutes,shares,entry_price,exit_price,stop_price,target_price,exit_reason,signal_timestamp,signal_entry,signal_stop,signal_target,signal_confidence,order_id,parent_order_id,exit_order_id,realized_pnl,realized_pnl_percent,created_at,updated_at,broker
145,df9734ac-d5c7-43ad-9d4f-395e8f69559b,PLTR,core_one,SELL,SHORT,CLOSED,2026-04-08 14:55:08.491498+00:00,2026-04-08 16:25:02.703342+00:00,89.9,67,148.25,144.9081,149.92125,144.9075,TARGET_HIT,2026-04-08 14:55:08.491498+00:00,148.25,149.92125,144.9075,100,df9734ac-d5c7-43ad-9d4f-395e8f69559b,df9734ac-d5c7-43ad-9d4f-395e8f69559b,7706b5df-8d4c-4a67-ac75-e27b318f7756,223.9073,2.254233,2026-04-08 14:55:15.425258+00:00,2026-04-08 16:25:03.510367+00:00,ALPACA
146,efc113aa-6493-4701-ad6d-b0ed80cb0987,TSLA,core_one,SELL,SHORT,CLOSED,2026-04-08 16:25:05.190328+00:00,2026-04-08 20:30:16.286060+00:00,245.18,28,346.33,342.95,350.20275,338.5845,EXTERNAL_EXIT,2026-04-08 16:25:05.190328+00:00,346.33,350.20275,338.5845,83,efc113aa-6493-4701-ad6d-b0ed80cb0987,efc113aa-6493-4701-ad6d-b0ed80cb0987,de73e01b-a730-476f-b7d6-7245dd553a40,94.64,0.975948,2026-04-08 16:25:11.652643+00:00,2026-04-08 20:30:17.037117+00:00,ALPACA
