id,scan_time,mode,scan_source,market_phase,candidate_count,placed_count,skipped_count,created_at
311,2026-04-08 13:55:04.420609+00:00,primary,SCHEDULED,OPENING,0,0,0,2026-04-08 13:55:10.323795+00:00
312,2026-04-08 14:05:05.493546+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-04-08 14:05:11.774591+00:00
313,2026-04-08 14:15:09.140378+00:00,third,SCHEDULED,MORNING,0,0,0,2026-04-08 14:15:15.785185+00:00
314,2026-04-08 14:25:04.783138+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-04-08 14:25:10.108713+00:00
315,2026-04-08 14:35:03.852238+00:00,fifth,SCHEDULED,MORNING,0,0,0,2026-04-08 14:35:08.101404+00:00
316,2026-04-08 14:45:09.072897+00:00,sixth,SCHEDULED,MORNING,0,0,0,2026-04-08 14:45:13.920216+00:00
317,2026-04-08 14:45:26.828659+00:00,sixth,SCHEDULED,MORNING,0,0,0,2026-04-08 14:46:39.846085+00:00
318,2026-04-08 14:55:08.491498+00:00,core_one,SCHEDULED,MORNING,1,1,0,2026-04-08 14:55:16.012771+00:00
319,2026-04-08 14:55:17.082609+00:00,core_one,SCHEDULED,MORNING,0,0,0,2026-04-08 14:56:54.383375+00:00
320,2026-04-08 15:05:03.890984+00:00,core_two,SCHEDULED,MORNING,0,0,0,2026-04-08 15:05:09.354387+00:00
321,2026-04-08 15:05:10.402627+00:00,core_two,SCHEDULED,MORNING,0,0,0,2026-04-08 15:06:47.726152+00:00
322,2026-04-08 15:15:04.945917+00:00,core_three,SCHEDULED,MORNING,0,0,0,2026-04-08 15:15:08.871567+00:00
323,2026-04-08 15:15:09.177271+00:00,core_three,SCHEDULED,MORNING,0,0,0,2026-04-08 15:16:22.158363+00:00
324,2026-04-08 15:25:04.544992+00:00,primary,SCHEDULED,MORNING,0,0,0,2026-04-08 15:25:09.577303+00:00
325,2026-04-08 15:25:09.896352+00:00,primary,SCHEDULED,MORNING,0,0,0,2026-04-08 15:26:47.160312+00:00
326,2026-04-08 15:35:06.646344+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-04-08 15:35:12.301255+00:00
327,2026-04-08 15:35:13.301175+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-04-08 15:36:50.636405+00:00
328,2026-04-08 15:45:08.217001+00:00,third,SCHEDULED,MORNING,0,0,0,2026-04-08 15:45:14.234293+00:00
329,2026-04-08 15:45:14.661405+00:00,third,SCHEDULED,MORNING,0,0,0,2026-04-08 15:46:51.991158+00:00
330,2026-04-08 15:55:04.054188+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-04-08 15:55:10.059038+00:00
331,2026-04-08 15:55:10.498652+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-04-08 15:56:34.260132+00:00
332,2026-04-08 16:05:06.356939+00:00,fifth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:05:10.406819+00:00
333,2026-04-08 16:05:12.855000+00:00,fifth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:06:25.862772+00:00
334,2026-04-08 16:15:09.525380+00:00,sixth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:15:13.857373+00:00
335,2026-04-08 16:15:14.878931+00:00,sixth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:16:27.930033+00:00
336,2026-04-08 16:25:05.190328+00:00,core_one,SCHEDULED,MIDDAY,1,1,0,2026-04-08 16:25:16.215454+00:00
337,2026-04-08 16:25:17.278915+00:00,core_one,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:26:54.548310+00:00
338,2026-04-08 16:35:05.983478+00:00,core_two,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:35:11.224908+00:00
339,2026-04-08 16:35:11.557234+00:00,core_two,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:36:48.859672+00:00
340,2026-04-08 16:45:04.529312+00:00,core_three,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:45:08.566874+00:00
341,2026-04-08 16:45:08.887735+00:00,core_three,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:46:21.921193+00:00
342,2026-04-08 16:55:03.891679+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:55:09.197956+00:00
343,2026-04-08 16:55:09.522426+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 16:56:46.819928+00:00
344,2026-04-08 17:05:07.330613+00:00,secondary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:05:12.613274+00:00
345,2026-04-08 17:05:12.939823+00:00,secondary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:06:50.288776+00:00
346,2026-04-08 17:15:08.918444+00:00,third,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:15:14.294706+00:00
347,2026-04-08 17:15:15.074068+00:00,third,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:15:25.873961+00:00
348,2026-04-08 17:25:09.309732+00:00,fourth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:25:22.646544+00:00
349,2026-04-08 17:25:23.145711+00:00,fourth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:25:32.358778+00:00
350,2026-04-08 17:26:54.420123+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:26:59.946805+00:00
351,2026-04-08 17:27:00.618396+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:08.931809+00:00
352,2026-04-08 17:27:09.603151+00:00,secondary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:18.285906+00:00
353,2026-04-08 17:27:18.866020+00:00,third,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:26.739545+00:00
354,2026-04-08 17:27:27.398825+00:00,fourth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:34.880906+00:00
355,2026-04-08 17:27:35.529514+00:00,fifth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:41.658516+00:00
356,2026-04-08 17:27:42.182606+00:00,sixth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:47.765316+00:00
357,2026-04-08 17:27:48.505960+00:00,core_one,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:27:57.066364+00:00
358,2026-04-08 17:27:57.658605+00:00,core_two,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:28:05.755201+00:00
359,2026-04-08 17:28:06.522782+00:00,core_three,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:28:12.779049+00:00
360,2026-04-08 17:34:54.826524+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:01.258650+00:00
361,2026-04-08 17:35:01.647704+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:09.156461+00:00
362,2026-04-08 17:35:09.546079+00:00,secondary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:17.057712+00:00
363,2026-04-08 17:35:17.627849+00:00,third,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:24.772087+00:00
364,2026-04-08 17:35:25.274671+00:00,fourth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:32.423611+00:00
365,2026-04-08 17:35:33.137212+00:00,fifth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:38.984170+00:00
366,2026-04-08 17:35:39.531219+00:00,sixth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:44.497197+00:00
367,2026-04-08 17:35:45.265918+00:00,core_one,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:35:52.974349+00:00
368,2026-04-08 17:35:53.353282+00:00,core_two,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:36:01.219857+00:00
369,2026-04-08 17:36:01.596791+00:00,core_three,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:36:07.425318+00:00
370,2026-04-08 17:45:03.957896+00:00,sixth,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:45:07.667302+00:00
371,2026-04-08 17:45:08.340522+00:00,primary,SCHEDULED,MIDDAY,0,0,0,2026-04-08 17:45:15.896650+00:00
