id,timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,current_open_positions,current_open_exposure,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids,created_at
227,2026-04-08 13:55:04.420609+00:00,2026-04-08T13-55-04.420609+00-00_primary,SCHEDULED,OPENING,5330,primary,97932.77,0,0,True,PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 13:55:09.972976+00:00
228,2026-04-08 14:05:05.493546+00:00,2026-04-08T14-05-05.493546+00-00_secondary,SCHEDULED,MORNING,5786,secondary,97932.77,0,0,True,SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:05:11.502430+00:00
229,2026-04-08 14:15:09.140378+00:00,2026-04-08T14-15-09.140378+00-00_third,SCHEDULED,MORNING,6129,third,97932.77,0,0,True,THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:15:15.497998+00:00
230,2026-04-08 14:25:04.783138+00:00,2026-04-08T14-25-04.783138+00-00_fourth,SCHEDULED,MORNING,4831,fourth,97932.77,0,0,True,FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:25:09.829648+00:00
231,2026-04-08 14:35:03.852238+00:00,2026-04-08T14-35-03.852238+00-00_fifth,SCHEDULED,MORNING,3755,fifth,97932.77,0,0,True,FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:35:07.830472+00:00
232,2026-04-08 14:45:09.072897+00:00,2026-04-08T14-45-09.072897+00-00_sixth,SCHEDULED,MORNING,4341,sixth,97932.77,0,0,True,SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:45:13.645010+00:00
233,2026-04-08 14:45:26.828659+00:00,2026-04-08T14-45-26.828659+00-00_sixth,SCHEDULED,MORNING,72558,sixth,1000000,0,0,True,IBKR_SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:46:39.594212+00:00
234,2026-04-08 14:55:08.491498+00:00,2026-04-08T14-55-08.491498+00-00_core_one,SCHEDULED,MORNING,6981,core_one,97932.77,1,9932.75,True,CORE_ONE,0,,,,,,,,,No trade today,,,True,1,0,1,1,0,1,PLTR,100.0,,,PLTR,scanner-PLTR-SELL-1482500-67,2026-04-08 14:55:15.726627+00:00
235,2026-04-08 14:55:17.082609+00:00,2026-04-08T14-55-17.082609+00-00_core_one,SCHEDULED,MORNING,96807,core_one,1000000,0,0,True,IBKR_CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 14:56:54.128285+00:00
236,2026-04-08 15:05:03.890984+00:00,2026-04-08T15-05-03.890984+00-00_core_two,SCHEDULED,MORNING,4969,core_two,97946.24,1,9895.7727,True,CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:05:09.078937+00:00
237,2026-04-08 15:05:10.402627+00:00,2026-04-08T15-05-10.402627+00-00_core_two,SCHEDULED,MORNING,96826,core_two,1000000,0,0,True,IBKR_CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:06:47.442035+00:00
238,2026-04-08 15:15:04.945917+00:00,2026-04-08T15-15-04.945917+00-00_core_three,SCHEDULED,MORNING,3442,core_three,98007.05,1,9836.2097,True,CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:15:08.604225+00:00
239,2026-04-08 15:15:09.177271+00:00,2026-04-08T15-15-09.177271+00-00_core_three,SCHEDULED,MORNING,72526,core_three,1000000,0,0,True,IBKR_CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:16:21.907537+00:00
240,2026-04-08 15:25:04.544992+00:00,2026-04-08T15-25-04.544992+00-00_primary,SCHEDULED,MORNING,4572,primary,98015.42,1,9822.87,True,PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:25:09.328403+00:00
241,2026-04-08 15:25:09.896352+00:00,2026-04-08T15-25-09.896352+00-00_primary,SCHEDULED,MORNING,96784,primary,1000000,0,0,True,IBKR_PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:26:46.891745+00:00
242,2026-04-08 15:35:06.646344+00:00,2026-04-08T15-35-06.646344+00-00_secondary,SCHEDULED,MORNING,5151,secondary,98008.72,1,9831.245,True,SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-08 15:35:12.027081+00:00
