id,timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,current_open_positions,current_open_exposure,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids,created_at
776,2026-04-10 13:55:04.626183+00:00,2026-04-10T13-55-04.626183+00-00_core_one,SCHEDULED,OPENING,4748,core_one,96493.74,0,0,True,CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:09.582208+00:00
777,2026-04-10 13:55:10.186359+00:00,2026-04-10T13-55-10.186359+00-00_primary,SCHEDULED,OPENING,8736,primary,1000000,0,0,True,IBKR_PRIMARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:19.130721+00:00
778,2026-04-10 13:55:19.893175+00:00,2026-04-10T13-55-19.893175+00-00_secondary,SCHEDULED,OPENING,8898,secondary,1000000,0,0,True,IBKR_SECONDARY,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:29.006616+00:00
779,2026-04-10 13:55:29.922746+00:00,2026-04-10T13-55-29.922746+00-00_third,SCHEDULED,OPENING,8860,third,1000000,0,0,True,IBKR_THIRD,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:38.993916+00:00
780,2026-04-10 13:55:40.032626+00:00,2026-04-10T13-55-40.032626+00-00_fourth,SCHEDULED,OPENING,9025,fourth,1000000,0,0,True,IBKR_FOURTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:49.259089+00:00
781,2026-04-10 13:55:50.273119+00:00,2026-04-10T13-55-50.273119+00-00_fifth,SCHEDULED,OPENING,6187,fifth,1000000,0,0,True,IBKR_FIFTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:55:56.670035+00:00
782,2026-04-10 13:55:57.759327+00:00,2026-04-10T13-55-57.759327+00-00_sixth,SCHEDULED,OPENING,6369,sixth,1000000,0,0,True,IBKR_SIXTH,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:56:04.341621+00:00
783,2026-04-10 13:56:05.136657+00:00,2026-04-10T13-56-05.136657+00-00_core_one,SCHEDULED,OPENING,8781,core_one,1000000,0,0,True,IBKR_CORE_ONE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:56:14.130943+00:00
784,2026-04-10 13:56:15.219580+00:00,2026-04-10T13-56-15.219580+00-00_core_two,SCHEDULED,OPENING,9216,core_two,1000000,0,0,True,IBKR_CORE_TWO,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:56:24.639601+00:00
785,2026-04-10 13:56:25.629023+00:00,2026-04-10T13-56-25.629023+00-00_core_three,SCHEDULED,OPENING,6196,core_three,1000000,0,0,True,IBKR_CORE_THREE,0,,,,,,,,,No trade today,,,True,0,0,0,0,0,0,,,,,,,2026-04-10 13:56:32.036743+00:00
