id,event_time,event_type,symbol,side,shares,price,mode,order_id,parent_order_id,status,created_at,broker
360,2026-04-10 13:55:02.345976+00:00,MANUAL_CLOSE,NIO,SELL,1612,6.2,,10,10,CLOSED,2026-04-10 13:55:02.599983+00:00,IBKR
361,2026-04-10 14:05:03.493030+00:00,OPEN,NFLX,SELL,98,101.575,core_two,34eea7f1-36a2-4431-93da-75febc6635ee,34eea7f1-36a2-4431-93da-75febc6635ee,OPEN,2026-04-10 14:05:11.522019+00:00,ALPACA
362,2026-04-10 14:35:03.900878+00:00,STOP_HIT,NFLX,SELL,98,102.07,,2e12c6c8-6cf6-4ca2-8c8f-79420c94d51b,34eea7f1-36a2-4431-93da-75febc6635ee,CLOSED,2026-04-10 14:35:04.124545+00:00,ALPACA
363,2026-04-10 15:25:04.096446+00:00,OPEN,AAPL,BUY,37,261.42,core_one,48a74c78-8b5b-4f09-9ada-f192750feeee,48a74c78-8b5b-4f09-9ada-f192750feeee,OPEN,2026-04-10 15:25:10.304762+00:00,ALPACA
364,2026-04-10 15:25:04.096446+00:00,OPEN,AMD,BUY,39,248.87,core_one,22c8eda1-bd81-4a10-b071-7718265b5be8,22c8eda1-bd81-4a10-b071-7718265b5be8,OPEN,2026-04-10 15:25:12.095494+00:00,ALPACA
365,2026-04-10 15:35:13.732929+00:00,OPEN,RIVN,BUY,317,15.71,primary,34,34,OPEN,2026-04-10 15:35:23.528440+00:00,IBKR
366,2026-04-10 15:36:53.464246+00:00,OPEN,NVDA,BUY,52,189.59,core_one,40,40,OPEN,2026-04-10 15:37:01.780558+00:00,IBKR
367,2026-04-10 15:36:53.464246+00:00,OPEN,AAPL,BUY,38,261.52,core_one,46,46,OPEN,2026-04-10 15:37:03.538921+00:00,IBKR
368,2026-04-10 15:37:13.898875+00:00,OPEN,MU,BUY,23,422.77,core_two,52,52,OPEN,2026-04-10 15:37:23.680840+00:00,IBKR
369,2026-04-10 15:37:34.126750+00:00,OPEN,SMCI,BUY,399,25.04,core_three,58,58,OPEN,2026-04-10 15:37:40.848357+00:00,IBKR
370,2026-04-10 15:45:05.644459+00:00,STOP_HIT,AMD,BUY,39,246.37,,8b4d4a09-7bf7-48ab-83c5-b6bb5f8c87cb,22c8eda1-bd81-4a10-b071-7718265b5be8,CLOSED,2026-04-10 15:45:05.863590+00:00,ALPACA
371,2026-04-10 15:55:05.551762+00:00,MANUAL_CLOSE,SMCI,BUY,399,25.04,,58,58,CLOSED,2026-04-10 15:55:05.788793+00:00,IBKR
372,2026-04-10 15:55:11.647989+00:00,OPEN,SOFI,SELL,309,16.18,primary,15d65cc1-7388-47fd-9d22-4792b5958bb5,15d65cc1-7388-47fd-9d22-4792b5958bb5,OPEN,2026-04-10 15:55:17.714789+00:00,ALPACA
373,2026-04-10 15:55:11.647989+00:00,OPEN,SNAP,SELL,1044,4.785,primary,890a8b74-c1a6-4d06-a4f4-29c146df0f1e,890a8b74-c1a6-4d06-a4f4-29c146df0f1e,OPEN,2026-04-10 15:55:19.575048+00:00,ALPACA
374,2026-04-10 15:55:11.647989+00:00,OPEN,JOBY,SELL,601,8.31,primary,5c08977d-e54e-4a9f-a75c-2b0e0a38f2df,5c08977d-e54e-4a9f-a75c-2b0e0a38f2df,OPEN,2026-04-10 15:55:21.407263+00:00,ALPACA
375,2026-04-10 16:05:24.737544+00:00,MANUAL_CLOSE,MU,BUY,23,422.77,,52,52,CLOSED,2026-04-10 16:05:24.957391+00:00,IBKR
376,2026-04-10 16:05:26.774748+00:00,MANUAL_CLOSE,RIVN,BUY,317,15.71,,34,34,CLOSED,2026-04-10 16:05:26.994906+00:00,IBKR
377,2026-04-10 16:05:27.979908+00:00,STOP_HIT,AAPL,BUY,37,260.6535,,e8c90d41-0c06-4c1d-a4db-b10f7c043b60,48a74c78-8b5b-4f09-9ada-f192750feeee,CLOSED,2026-04-10 16:05:28.187796+00:00,ALPACA
378,2026-04-10 16:15:04.740471+00:00,STOP_HIT,JOBY,SELL,601,8.36,,a208e332-d685-412f-b211-894bdb44b141,5c08977d-e54e-4a9f-a75c-2b0e0a38f2df,CLOSED,2026-04-10 16:15:04.966756+00:00,ALPACA
379,2026-04-10 16:15:06.630327+00:00,STOP_HIT,SOFI,SELL,309,16.28,,9d2bec84-3798-4f42-9b9b-5e48db6e0339,15d65cc1-7388-47fd-9d22-4792b5958bb5,CLOSED,2026-04-10 16:15:06.853258+00:00,ALPACA
380,2026-04-10 16:25:08.320742+00:00,MANUAL_CLOSE,AAPL,BUY,38,261.52,,46,46,CLOSED,2026-04-10 16:25:08.543705+00:00,IBKR
381,2026-04-10 20:30:10.926592+00:00,MANUAL_CLOSE,SNAP,SELL,1044,4.79,,e47c554a-6e86-4873-9811-1a41f9bdf400,890a8b74-c1a6-4d06-a4f4-29c146df0f1e,CLOSED,2026-04-10 20:30:11.162175+00:00,ALPACA
