id,scan_time,mode,scan_source,market_phase,candidate_count,placed_count,skipped_count,created_at
860,2026-04-10 13:55:04.626183+00:00,core_one,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:09.838724+00:00
861,2026-04-10 13:55:10.186359+00:00,primary,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:19.380885+00:00
862,2026-04-10 13:55:19.893175+00:00,secondary,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:29.254143+00:00
863,2026-04-10 13:55:29.922746+00:00,third,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:39.239416+00:00
864,2026-04-10 13:55:40.032626+00:00,fourth,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:49.505708+00:00
865,2026-04-10 13:55:50.273119+00:00,fifth,SCHEDULED,OPENING,0,0,0,2026-04-10 13:55:56.910867+00:00
866,2026-04-10 13:55:57.759327+00:00,sixth,SCHEDULED,OPENING,0,0,0,2026-04-10 13:56:04.595018+00:00
867,2026-04-10 13:56:05.136657+00:00,core_one,SCHEDULED,OPENING,0,0,0,2026-04-10 13:56:14.378458+00:00
868,2026-04-10 13:56:15.219580+00:00,core_two,SCHEDULED,OPENING,0,0,0,2026-04-10 13:56:24.884379+00:00
869,2026-04-10 13:56:25.629023+00:00,core_three,SCHEDULED,OPENING,0,0,0,2026-04-10 13:56:32.293798+00:00
870,2026-04-10 14:05:03.493030+00:00,core_two,SCHEDULED,MORNING,1,1,0,2026-04-10 14:05:12.562143+00:00
871,2026-04-10 14:05:13.092573+00:00,primary,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:20.721618+00:00
872,2026-04-10 14:05:21.489653+00:00,secondary,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:28.716575+00:00
873,2026-04-10 14:05:29.570528+00:00,third,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:36.556259+00:00
874,2026-04-10 14:05:37.088587+00:00,fourth,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:44.549747+00:00
875,2026-04-10 14:05:45.060907+00:00,fifth,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:50.808624+00:00
876,2026-04-10 14:05:51.529784+00:00,sixth,SCHEDULED,MORNING,0,0,0,2026-04-10 14:05:57.197288+00:00
877,2026-04-10 14:05:58.065466+00:00,core_one,SCHEDULED,MORNING,0,0,0,2026-04-10 14:06:05.800492+00:00
878,2026-04-10 14:06:06.311769+00:00,core_two,SCHEDULED,MORNING,0,0,0,2026-04-10 14:06:13.453095+00:00
879,2026-04-10 14:06:14.404283+00:00,core_three,SCHEDULED,MORNING,0,0,0,2026-04-10 14:06:19.966463+00:00
880,2026-04-10 14:15:05.645179+00:00,core_three,SCHEDULED,MORNING,0,0,0,2026-04-10 14:15:10.255209+00:00
