id,run_time,matched_count,unmatched_count,notes,created_at,severity,mismatch_count,run_started_at,run_completed_at
23,2026-04-13 08:19:32.669942+00:00,153,37,local_output_path=alpaca_reconciliation.csv; gcs_output_uri=gs://stock-scanner-490821-logs/reports/alpaca_reconciliation.csv,2026-04-13 08:19:32.896793+00:00,CRITICAL,37,2026-04-13 08:19:32.669942+00:00,2026-04-13 08:19:32.669942+00:00
24,2026-04-13 08:56:09.626440+00:00,153,37,file_path=alpaca_reconciliation.csv,2026-04-13 08:56:09.853515+00:00,CRITICAL,37,2026-04-13 08:56:09.626440+00:00,2026-04-13 08:56:09.626440+00:00
25,2026-04-13 09:05:07.371408+00:00,153,37,file_path=alpaca_reconciliation.csv,2026-04-13 09:05:07.591888+00:00,CRITICAL,37,2026-04-13 09:05:07.371408+00:00,2026-04-13 09:05:07.371408+00:00
