symbol,name,mode,core_group,scan_source,market_phase,side,shares,entry_timestamp_utc,exit_timestamp_utc,entry_price,exit_price,exit_reason,confidence,broker_parent_order_id,pnl,outcome
SOFI,SOFI,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,32.0,2026-03-27 14:50:01.533648+00:00,2026-03-27 14:55:04.844003+00:00,15.41,15.5025,STOP_HIT,,f991d1b3-2b3b-4378-aa3e-facd51adc862,2.96,WIN
NIO,NIO,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,91.0,2026-03-27 14:50:01.533648+00:00,2026-03-27 14:55:05.454020+00:00,5.45,5.48,STOP_HIT,,247f9872-9381-4a9d-a522-834dbe928511,2.73,WIN
JOBY,JOBY,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,60.0,2026-03-27 14:50:01.533648+00:00,2026-03-27 15:10:09.536840+00:00,8.205,8.27,STOP_HIT,,f70e4f92-9011-4638-a1b7-f5dd49bf3319,3.9,WIN
BBAI,BBAI,third,non_core,UNKNOWN,UNKNOWN,UNKNOWN,155.0,2026-03-27 15:10:00.837675+00:00,2026-03-27 15:20:10.883551+00:00,3.225,3.2,TARGET_HIT,,6ce39db5-82eb-46a2-a657-3f114a9f50f5,-3.875,LOSS
AMD,AMD,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,2.0,2026-03-27 14:30:01.503294+00:00,2026-03-27 15:25:03.751483+00:00,199.05,200.035,STOP_HIT,,796b8f9a-ff4a-499e-be8e-0805037f6157,1.97,WIN
ACHR,ACHR,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,96.0,2026-03-27 15:00:01.509428+00:00,2026-03-27 15:25:04.865527+00:00,5.185,5.21,STOP_HIT,,8c5d1096-4c31-4134-a459-d8d9f4cb3434,2.4,WIN
QS,QS,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,79.0,2026-03-27 15:00:01.509428+00:00,2026-03-27 15:25:05.485682+00:00,6.31,6.25,TARGET_HIT,,74c3e15b-02ae-439f-8c85-35708a4d4770,-4.74,LOSS
QBTS,QBTS,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,35.0,2026-03-27 15:20:01.726319+00:00,2026-03-27 15:25:06.361773+00:00,14.035,14.128,STOP_HIT,,149a850d-eba7-4fe4-8198-657e41425ea0,3.255,WIN
GRAB,GRAB,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,140.0,2026-03-27 14:00:01.569351+00:00,2026-03-27 15:35:03.681152+00:00,3.565,3.6,STOP_HIT,,812a8568-bc0b-4596-af8b-aa6908c2e8e5,4.9,WIN
IONQ,IONQ,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,17.0,2026-03-27 14:20:00.939825+00:00,2026-03-27 15:35:04.541617+00:00,28.49,28.7,STOP_HIT,,a54b4c5c-f4bc-4550-9fb4-70d1dc3327a7,3.57,WIN
RKLB,RKLB,third,non_core,UNKNOWN,UNKNOWN,UNKNOWN,8.0,2026-03-27 15:10:00.837675+00:00,2026-03-27 15:35:05.645246+00:00,62.03,62.61,STOP_HIT,,b8d9a0a4-657c-430f-ab38-6dbe3e7247e3,4.64,WIN
HIMS,HIMS,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,25.0,2026-03-27 14:50:01.533648+00:00,2026-03-27 16:15:03.841302+00:00,19.88,19.61,TARGET_HIT,,8fc682a3-1dde-4b4e-adea-21615a3d7693,-6.75,LOSS
IONQ,IONQ,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,17.0,2026-03-27 16:20:01.540060+00:00,2026-03-27 16:40:09.585248+00:00,28.5,28.16,TARGET_HIT,,87cb299c-1d4a-448d-990e-3086cb4dd7df,-5.78,LOSS
QBTS,QBTS,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,35.0,2026-03-27 16:20:01.540060+00:00,2026-03-27 16:45:04.826809+00:00,14.155,13.99,TARGET_HIT,,3974b1ca-9b6b-43f1-9845-4e4944a77af9,-5.775,LOSS
AVGO,AVGO,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 16:40:01.577501+00:00,2026-03-27 16:50:12.466439+00:00,300.685,302.1,STOP_HIT,,7f9d7d6a-96dc-48ab-b8a9-644298d2697b,1.415,WIN
HIMS,HIMS,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,25.0,2026-03-27 16:50:01.567138+00:00,2026-03-27 17:00:13.139943+00:00,19.55,19.7456,STOP_HIT,,5eb68ce4-3aff-4f04-a314-6990f7ce964c,4.89,WIN
ACHR,ACHR,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,96.0,2026-03-27 16:00:01.475879+00:00,2026-03-27 17:05:03.634820+00:00,5.2,5.14,TARGET_HIT,,baeddef2-67c6-44e7-9f26-fc0d46587b52,-5.76,LOSS
MU,MU,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 15:40:01.594074+00:00,2026-03-27 17:20:08.801063+00:00,366.11,362.51,STOP_HIT,,95a06e10-c13c-4abd-aa2a-fe440ef263fc,-3.6,LOSS
AAPL,AAPL,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 15:30:00.934981+00:00,2026-03-27 17:25:02.889322+00:00,252.63,251.07,TARGET_HIT,,a6da8255-0ea1-41fc-bbaa-ca40b070d150,-1.56,LOSS
JOBY,JOBY,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,61.0,2026-03-27 15:50:01.468660+00:00,2026-03-27 17:25:03.525281+00:00,8.19,8.07,TARGET_HIT,,6b26af64-87af-4f8c-9242-4885cbd075e8,-7.32,LOSS
RIVN,RIVN,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,33.0,2026-03-27 16:50:01.567138+00:00,2026-03-27 17:30:09.925834+00:00,14.96,14.83,TARGET_HIT,,da96a2a8-3a59-47b1-936b-dc104352bb8c,-4.29,LOSS
NIO,NIO,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,91.0,2026-03-27 16:50:01.567138+00:00,2026-03-27 17:30:10.760576+00:00,5.44,5.38,TARGET_HIT,,c8dba774-d985-4695-9aa8-538a35baa019,-5.46,LOSS
SOFI,SOFI,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,32.0,2026-03-27 16:50:01.567138+00:00,2026-03-27 17:45:04.269832+00:00,15.4,15.22,TARGET_HIT,,5765e1a8-b241-425d-9dbd-3e18349f7706,-5.76,LOSS
RKLB,RKLB,third,non_core,UNKNOWN,UNKNOWN,UNKNOWN,8.0,2026-03-27 16:10:01.496766+00:00,2026-03-27 17:50:12.140065+00:00,61.84,60.71,TARGET_HIT,,a59aa13b-3761-4d5a-9321-af94f2b77368,-9.04,LOSS
IONQ,IONQ,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,17.0,2026-03-27 17:20:00.949657+00:00,2026-03-27 18:00:11.431561+00:00,27.94,27.5982,TARGET_HIT,,50e26b83-d4cd-4559-838a-07037ec18cb2,-5.8106,LOSS
ACHR,ACHR,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,98.0,2026-03-27 18:00:01.444904+00:00,2026-03-27 18:05:06.574082+00:00,5.075,5.1,STOP_HIT,,68cb8b64-38b0-42d5-8d03-047bb824fbc8,2.45,WIN
AAPL,AAPL,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 17:30:01.600702+00:00,2026-03-27 18:10:10.465028+00:00,250.54,248.98,TARGET_HIT,,f75b0111-a549-42ae-b3f4-1c0462382849,-1.56,LOSS
AVGO,AVGO,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 17:40:00.935799+00:00,2026-03-27 18:15:04.761023+00:00,300.38,301.78,STOP_HIT,,b06a58bc-cf5f-4662-ad0a-8cdbc5a1d41c,1.4,WIN
JOBY,JOBY,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,62.0,2026-03-27 17:50:01.546774+00:00,2026-03-27 18:15:06.412605+00:00,8.0,8.06,STOP_HIT,,936c614b-c84f-4278-9f43-38c81f16d3c8,3.72,WIN
SOFI,SOFI,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,32.0,2026-03-27 17:50:01.546774+00:00,2026-03-27 18:20:10.849562+00:00,15.21,15.3,STOP_HIT,,8ae3e3bb-e6b8-4a30-a0b0-7fa38279dbc7,2.88,WIN
RIVN,RIVN,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,33.0,2026-03-27 17:50:01.546774+00:00,2026-03-27 18:35:04.410073+00:00,14.795,14.86,STOP_HIT,,c9766d1a-c0a2-42ed-b38c-343f98fc0bfe,2.145,WIN
BITF,BITF,third,non_core,UNKNOWN,UNKNOWN,UNKNOWN,259.0,2026-03-27 18:10:01.348784+00:00,2026-03-27 18:35:05.560769+00:00,1.925,1.95,STOP_HIT,,8a548fcc-503c-4fdf-bac9-2bb0bd566f82,6.475,WIN
QBTS,QBTS,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,36.0,2026-03-27 17:20:00.949657+00:00,2026-03-27 18:40:08.836025+00:00,13.87,13.96,STOP_HIT,,6fe01937-3a60-4ae9-be9a-79ffdf49d1e4,3.24,WIN
IONQ,IONQ,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,18.0,2026-03-27 18:20:01.504748+00:00,2026-03-27 18:40:10.752073+00:00,27.7,27.89,STOP_HIT,,1e4bc33d-9027-4ea1-98ce-79d3b9cf16a8,3.42,WIN
RKLB,RKLB,third,non_core,UNKNOWN,UNKNOWN,UNKNOWN,8.0,2026-03-27 18:10:01.348784+00:00,2026-03-27 18:45:04.363370+00:00,60.72,61.29,STOP_HIT,,97f9b690-a423-4ebf-8841-a6896720c46a,4.56,WIN
NVDA,NVDA,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,2.0,2026-03-27 16:30:01.612954+00:00,2026-03-27 18:55:03.392037+00:00,168.815,167.47,TARGET_HIT,,dd47e46f-10be-4bf2-ad16-1d2a42389a92,-2.69,LOSS
NIO,NIO,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,93.0,2026-03-27 17:50:01.546774+00:00,2026-03-27 19:05:04.256722+00:00,5.375,5.32,TARGET_HIT,,3b43534e-99e8-4819-aba8-c62e5a087dd1,-5.115,LOSS
RIVN,RIVN,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,33.0,2026-03-27 19:50:01.520754+00:00,2026-03-27 19:55:07.030386+00:00,14.715,14.78,STOP_HIT,,23b1ea66-5b84-4504-9dc9-e358e3ba1b72,2.145,WIN
QBTS,QBTS,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,36.0,2026-03-27 19:20:01.517793+00:00,2026-03-27 20:00:06.147711+00:00,13.82,13.9,STOP_HIT,,ced1f2a9-0577-4e95-a274-da719b9472dc,2.88,WIN
SNAP,SNAP,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,126.0,2026-03-27 19:50:01.520754+00:00,2026-03-27 20:00:08.148465+00:00,3.955,3.92,STOP_HIT,,e0a967c4-e854-480b-ad32-06f4ba68f8ec,-4.41,LOSS
NIO,NIO,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,94.0,2026-03-27 19:50:01.520754+00:00,2026-03-27 20:00:08.726810+00:00,5.3,5.33,STOP_HIT,,a02c1013-ed7f-455f-882e-68d2f7003d89,2.82,WIN
NVDA,NVDA,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-30 19:30:02.529721+00:00,2026-03-31 07:04:06.571564+00:00,164.385,165.42,STOP_HIT,,872c3eca-d734-4661-93f5-f52635818d03,1.035,WIN
AAPL,AAPL,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-30 19:30:02.529721+00:00,2026-03-31 08:40:40.858315+00:00,245.875,249.22,MANUAL_CLOSE,,ad1dd4f8-fe7d-4abc-b23f-ec51605e4e9b,3.345,WIN
SOFI,SOFI,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,32.0,2026-03-27 19:50:01.520754+00:00,2026-03-31 08:40:41.850021+00:00,15.265,15.3884,MANUAL_CLOSE,,ac0dc9b6-105f-415a-bc13-cee918b60641,3.9488,WIN
AVGO,AVGO,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 19:40:01.477014+00:00,2026-03-31 08:40:42.788424+00:00,301.715,301.54,MANUAL_CLOSE,,6138d723-29b3-428c-943f-ccbec45211be,-0.175,LOSS
MSFT,MSFT,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 19:30:01.465952+00:00,2026-03-31 08:40:43.784179+00:00,357.525,357.36,MANUAL_CLOSE,,46d93a5f-a3dd-4ad1-8926-d265e132e6bb,-0.165,LOSS
NVDA,NVDA,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,2.0,2026-03-27 19:30:01.465952+00:00,2026-03-31 08:40:44.701186+00:00,167.44,165.42,MANUAL_CLOSE,,f0e896b2-c10a-477d-b836-75b27353b504,-4.04,LOSS
IONQ,IONQ,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,18.0,2026-03-27 19:20:01.517793+00:00,2026-03-31 08:40:45.602108+00:00,27.69,27.49,MANUAL_CLOSE,,94da4a8b-1b9b-4ac6-b7dc-79e3f5db750e,-3.6,LOSS
ACHR,ACHR,secondary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,97.0,2026-03-27 19:00:01.566227+00:00,2026-03-31 08:40:46.512560+00:00,5.125,5.11,MANUAL_CLOSE,,e8ff711d-9a13-4539-adaa-e67c9ef19960,-1.455,LOSS
JOBY,JOBY,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,61.0,2026-03-27 18:50:00.912179+00:00,2026-03-31 08:40:48.417138+00:00,8.145,8.11,MANUAL_CLOSE,,ba25b830-e199-4360-ae5e-503fbe4b1365,-2.135,LOSS
NFLX,NFLX,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,5.0,2026-03-27 18:40:00.955508+00:00,2026-03-31 08:40:49.341494+00:00,93.24,93.44,MANUAL_CLOSE,,b85fdb47-48ba-456e-a976-ab4d8bc58a07,1.0,WIN
AAPL,AAPL,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,2.0,2026-03-27 18:30:01.531733+00:00,2026-03-31 08:40:52.189386+00:00,249.36,249.22,MANUAL_CLOSE,,db80d00a-5a7c-4e6c-bb5f-e461ba699223,-0.28,LOSS
HIMS,HIMS,primary,non_core,UNKNOWN,UNKNOWN,UNKNOWN,25.0,2026-03-27 17:50:01.546774+00:00,2026-03-31 08:40:53.104074+00:00,19.41,19.37,MANUAL_CLOSE,,e1c99629-c32f-4912-a9c6-f602bfbf85f9,-1.0,LOSS
GOOGL,GOOGL,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 17:40:00.935799+00:00,2026-03-31 08:40:53.986250+00:00,274.76,274.58,MANUAL_CLOSE,,99ffefa4-e5f8-4545-b88e-b956fb02203c,-0.18,LOSS
TSLA,TSLA,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,1.0,2026-03-27 17:30:01.600702+00:00,2026-03-31 08:40:54.894723+00:00,362.235,366.22,MANUAL_CLOSE,,72b0a1e0-d79a-4f2e-97b0-247bd4c91cce,3.985,WIN
PLTR,PLTR,core_one,core,UNKNOWN,UNKNOWN,UNKNOWN,3.0,2026-03-27 16:30:01.612954+00:00,2026-03-31 08:40:55.809981+00:00,143.69,143.3,MANUAL_CLOSE,,b5cdf892-fed8-4144-b8f0-bc6d1a1282c0,-1.17,LOSS
AMZN,AMZN,core_two,core,UNKNOWN,UNKNOWN,UNKNOWN,2.0,2026-03-27 14:40:01.526477+00:00,2026-03-31 08:40:56.705807+00:00,201.12,199.52,MANUAL_CLOSE,,a06eb49c-e0a7-4264-80d8-1717159345a7,-3.2,LOSS
AI,AI,fourth,non_core,UNKNOWN,UNKNOWN,UNKNOWN,63.0,2026-03-27 14:20:00.939825+00:00,2026-03-31 08:40:57.622243+00:00,7.815,7.78,MANUAL_CLOSE,,a91ca213-7116-48aa-b2f2-4a2793799db3,-2.205,LOSS
NU,NU,fourth,non_core,SCHEDULED,MORNING,UNKNOWN,424.0,2026-03-31 14:20:02.842833+00:00,2026-03-31 14:25:02.187768+00:00,14.01,13.95,STOP_HIT,100.0,12db5f1c-d0da-43af-91ce-163114dbe059,-25.44,LOSS
AI,AI,fourth,non_core,SCHEDULED,MORNING,UNKNOWN,666.0,2026-03-31 14:20:02.842833+00:00,2026-03-31 14:25:02.767104+00:00,8.11,8.06,STOP_HIT,100.0,f4df2066-1008-45cc-aa97-3f5ff673d4f9,-33.3,LOSS
QS,QS,secondary,non_core,SCHEDULED,MORNING,UNKNOWN,919.0,2026-03-31 14:03:36.674322+00:00,2026-03-31 14:25:04.501931+00:00,6.185,6.15,STOP_HIT,90.0,f34b0362-c9fd-4b17-9294-4d2d2e128160,-32.165,LOSS
LCID,LCID,secondary,non_core,SCHEDULED,MORNING,UNKNOWN,653.0,2026-03-31 14:02:08.258741+00:00,2026-03-31 14:25:04.925758+00:00,9.435,9.36,STOP_HIT,92.0,a8727d8d-692a-4b02-abeb-590b2706d3f6,-48.975,LOSS
AMD,AMD,core_one,core,SCHEDULED,MORNING,UNKNOWN,32.0,2026-03-31 14:30:02.342816+00:00,2026-03-31 14:45:04.714436+00:00,200.88,199.8309,STOP_HIT,99.0,2f634c84-4bcc-49b0-8715-c7f9b86165c1,-33.5712,LOSS
MU,MU,core_two,core,SCHEDULED,MORNING,UNKNOWN,18.0,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:02.769505+00:00,328.83,324.0,STOP_HIT,99.0,d93ce66b-ff4f-4ca1-84cc-a4d0a6c020c8,-86.94,LOSS
AVGO,AVGO,core_two,core,SCHEDULED,MORNING,UNKNOWN,20.0,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:03.205538+00:00,302.59,301.31,STOP_HIT,99.0,4e8559c2-3ac2-4de6-a50f-48d47bbb0d9a,-25.6,LOSS
GOOGL,GOOGL,core_two,core,SCHEDULED,MORNING,UNKNOWN,21.0,2026-03-31 14:40:02.329029+00:00,2026-03-31 14:55:03.638108+00:00,281.93,281.0581,STOP_HIT,99.0,61f61a89-2005-479a-99c2-dce29f0f180d,-18.3099,LOSS
TAL,TAL,third,non_core,SCHEDULED,MORNING,UNKNOWN,618.0,2026-03-31 14:10:02.927632+00:00,2026-03-31 14:55:04.723702+00:00,11.32,11.23,STOP_HIT,99.0,fb1de50a-7192-4bd8-b723-6574f8ef1615,-55.62,LOSS
BBAI,BBAI,third,non_core,SCHEDULED,MORNING,UNKNOWN,2102.0,2026-03-31 14:10:02.927632+00:00,2026-03-31 15:00:07.705221+00:00,3.255,3.22,STOP_HIT,99.0,d038bed9-2060-46a8-b5cb-143a68c07fb6,-73.57,LOSS
NU,NU,fourth,non_core,SCHEDULED,MORNING,UNKNOWN,498.0,2026-03-31 15:20:02.873678+00:00,2026-03-31 15:30:07.526456+00:00,14.005,13.95,STOP_HIT,97.0,887ba22e-3489-413a-a7f3-d37e8b2f5a2e,-27.39,LOSS
AAPL,AAPL,core_one,core,SCHEDULED,MIDDAY,UNKNOWN,22.0,2026-03-31 16:30:03.001408+00:00,2026-03-31 16:40:07.855798+00:00,250.2,251.7091,TARGET_HIT,89.0,557f87fe-029f-44a1-ac72-ceb8ca277a58,33.2002,WIN
