id,trade_key,symbol,mode,side,direction,status,entry_time,exit_time,duration_minutes,shares,entry_price,exit_price,stop_price,target_price,exit_reason,signal_timestamp,signal_entry,signal_stop,signal_target,signal_confidence,order_id,parent_order_id,exit_order_id,realized_pnl,realized_pnl_percent,created_at,updated_at
115,44322645-86a1-429b-baa6-6c787ab6ff28,RKLB,third,SELL,SHORT,CLOSED,2026-04-07 14:15:08.059001+00:00,2026-04-07 15:35:09.488780+00:00,80.02,153,65.09,65.8724,65.8495,63.571,STOP_HIT,2026-04-07 14:15:08.059001+00:00,65.09,65.8495,63.571,100,44322645-86a1-429b-baa6-6c787ab6ff28,44322645-86a1-429b-baa6-6c787ab6ff28,a6ca1d5c-ebd7-4292-b981-8b0e99982a3d,-119.7072,-1.202028,2026-04-07 14:15:15.521979+00:00,2026-04-07 15:35:10.221459+00:00
132,3a972d57-2e65-401c-b14c-b454735942f7,OPEN,secondary,SELL,SHORT,CLOSED,2026-04-07 15:35:12.206555+00:00,2026-04-07 15:45:03.822573+00:00,9.86,2254,4.435,4.46,4.46125,4.3825,STOP_HIT,2026-04-07 15:35:12.206555+00:00,4.435,4.46125,4.3825,93,3a972d57-2e65-401c-b14c-b454735942f7,3a972d57-2e65-401c-b14c-b454735942f7,d6562074-ab2e-473e-ab86-68cc122b3515,-56.35,-0.563698,2026-04-07 15:35:19.767916+00:00,2026-04-07 15:45:04.651987+00:00
131,7a90353b-27a3-4a5c-afdd-0e3a853c5efa,HIMS,primary,SELL,SHORT,CLOSED,2026-04-07 15:25:14.496315+00:00,2026-04-07 15:45:05.110256+00:00,19.84,346,19.23,19.36,19.356,18.978,STOP_HIT,2026-04-07 15:25:14.496315+00:00,19.23,19.356,18.978,99,7a90353b-27a3-4a5c-afdd-0e3a853c5efa,7a90353b-27a3-4a5c-afdd-0e3a853c5efa,d47892a9-f674-4b70-aaaa-fa6553cca3c2,-44.98,-0.676027,2026-04-07 15:25:25.094986+00:00,2026-04-07 15:45:05.894043+00:00
130,190c0099-8ddc-42f8-be1d-496ac4c5436b,SNAP,primary,SELL,SHORT,CLOSED,2026-04-07 15:25:14.496315+00:00,2026-04-07 15:45:06.362763+00:00,19.86,2136,4.68,4.74,4.7255,4.589,STOP_HIT,2026-04-07 15:25:14.496315+00:00,4.68,4.7255,4.589,98,190c0099-8ddc-42f8-be1d-496ac4c5436b,190c0099-8ddc-42f8-be1d-496ac4c5436b,72049182-f4e4-4d4e-b355-60449ce62287,-128.16,-1.282051,2026-04-07 15:25:23.186738+00:00,2026-04-07 15:45:07.114245+00:00
128,fea8e8b8-bb34-4557-82ae-66d5fc7f74c5,ADBE,core_three,SELL,SHORT,CLOSED,2026-04-07 15:15:13.396660+00:00,2026-04-07 15:45:08.187692+00:00,29.91,41,239.79,241,240.966,237.438,STOP_HIT,2026-04-07 15:15:13.396660+00:00,239.79,240.966,237.438,98,fea8e8b8-bb34-4557-82ae-66d5fc7f74c5,fea8e8b8-bb34-4557-82ae-66d5fc7f74c5,f6b20a32-457c-4a20-bf01-36aa1cb68aaa,-49.61,-0.504608,2026-04-07 15:15:21.316427+00:00,2026-04-07 15:45:08.962700+00:00
135,c11bbc96-6046-460f-aa22-8a2c2a70d532,BBAI,third,SELL,SHORT,CLOSED,2026-04-07 15:45:12.888512+00:00,2026-04-07 15:55:04.676880+00:00,9.86,2923,3.42,3.44,3.4375,3.385,STOP_HIT,2026-04-07 15:45:12.888512+00:00,3.42,3.4375,3.385,91,c11bbc96-6046-460f-aa22-8a2c2a70d532,c11bbc96-6046-460f-aa22-8a2c2a70d532,fbb342d3-5240-4a29-b371-f95815b20890,-58.46,-0.584795,2026-04-07 15:45:22.641421+00:00,2026-04-07 15:55:05.424939+00:00
141,b0474f3a-8481-412b-bded-a3cb20fa5adf,NU,fourth,SELL,SHORT,CLOSED,2026-04-07 15:55:11.050898+00:00,2026-04-07 16:05:02.795025+00:00,9.86,150,13.865,13.92,13.9175,13.76,STOP_HIT,2026-04-07 15:55:11.050898+00:00,13.865,13.9175,13.76,92,b0474f3a-8481-412b-bded-a3cb20fa5adf,b0474f3a-8481-412b-bded-a3cb20fa5adf,651d3d6a-4adf-43e3-bd9a-9b0b3300caec,-8.25,-0.396682,2026-04-07 15:55:21.629459+00:00,2026-04-07 16:05:03.586145+00:00
140,d294a884-7000-4ab1-89d3-45aed26c30b8,QBTS,fourth,SELL,SHORT,CLOSED,2026-04-07 15:55:11.050898+00:00,2026-04-07 16:05:04.060042+00:00,9.88,242,13.48,13.59,13.5885,13.263,STOP_HIT,2026-04-07 15:55:11.050898+00:00,13.48,13.5885,13.263,94,d294a884-7000-4ab1-89d3-45aed26c30b8,d294a884-7000-4ab1-89d3-45aed26c30b8,cf387316-394e-4cd3-a977-a3b34642c78d,-26.62,-0.816024,2026-04-07 15:55:19.354667+00:00,2026-04-07 16:05:04.815433+00:00
139,30494ae2-3bcf-43c7-ab2f-4fa8046d51f2,MSFT,core_one,SELL,SHORT,CLOSED,2026-04-07 15:53:16.311910+00:00,2026-04-07 16:05:05.322746+00:00,11.82,16,368.62,369.75,369.72586,366.40828,STOP_HIT,2026-04-07 15:53:16.311910+00:00,368.62,369.72586,366.40828,85,30494ae2-3bcf-43c7-ab2f-4fa8046d51f2,30494ae2-3bcf-43c7-ab2f-4fa8046d51f2,5ad52973-8a63-42d0-b4f0-400a0e6ecf5d,-18.08,-0.306549,2026-04-07 15:53:25.679111+00:00,2026-04-07 16:05:06.083757+00:00
138,1befa45b-4e2c-4655-946c-0452bd098242,AMD,core_one,SELL,SHORT,CLOSED,2026-04-07 15:53:16.311910+00:00,2026-04-07 16:05:06.537592+00:00,11.84,14,216.77,218.1114,218.10875,214.0925,STOP_HIT,2026-04-07 15:53:16.311910+00:00,216.77,218.10875,214.0925,96,1befa45b-4e2c-4655-946c-0452bd098242,1befa45b-4e2c-4655-946c-0452bd098242,5a7447e0-0d94-4a47-b754-ad6eadbcf9b9,-18.7796,-0.618813,2026-04-07 15:53:23.818854+00:00,2026-04-07 16:05:07.295713+00:00
137,60e58f4c-ae76-463d-ade5-484839d9a97d,PLUG,secondary,SELL,SHORT,CLOSED,2026-04-07 15:50:14.846917+00:00,2026-04-07 16:05:07.749497+00:00,14.88,4073,2.455,2.5,2.504,2.357,STOP_HIT,2026-04-07 15:50:14.846917+00:00,2.455,2.504,2.357,93,60e58f4c-ae76-463d-ade5-484839d9a97d,60e58f4c-ae76-463d-ade5-484839d9a97d,67869942-9e65-4796-a502-ec226e55cef9,-183.285,-1.832994,2026-04-07 15:50:22.556230+00:00,2026-04-07 16:05:08.502505+00:00
136,63d9ede2-3e09-4588-9f93-27fbb5dc8419,JOBY,primary,SELL,SHORT,CLOSED,2026-04-07 15:48:57.321069+00:00,2026-04-07 16:05:08.956591+00:00,16.19,1207,8.28,8.37,8.357,8.126,STOP_HIT,2026-04-07 15:48:57.321069+00:00,8.28,8.357,8.126,95,63d9ede2-3e09-4588-9f93-27fbb5dc8419,63d9ede2-3e09-4588-9f93-27fbb5dc8419,dadc61d7-b31b-4b18-85f8-d54f6eb835b6,-108.63,-1.086957,2026-04-07 15:49:04.813111+00:00,2026-04-07 16:05:09.719547+00:00
134,d5270487-bcb9-46ef-b75a-1225c655e01a,TAL,third,SELL,SHORT,CLOSED,2026-04-07 15:45:12.888512+00:00,2026-04-07 16:05:10.571593+00:00,19.96,890,11.23,11.28,11.272,11.146,STOP_HIT,2026-04-07 15:45:12.888512+00:00,11.23,11.272,11.146,87,d5270487-bcb9-46ef-b75a-1225c655e01a,d5270487-bcb9-46ef-b75a-1225c655e01a,581d35ad-2b36-494f-8750-200a02b1f34a,-44.5,-0.445236,2026-04-07 15:45:20.468244+00:00,2026-04-07 16:05:11.891058+00:00
133,f533645a-3411-490e-b33a-8ed5014fcd9a,QS,secondary,SELL,SHORT,CLOSED,2026-04-07 15:35:12.206555+00:00,2026-04-07 16:05:12.345839+00:00,30,1632,6.12,6.16,6.15325,6.0535,STOP_HIT,2026-04-07 15:35:12.206555+00:00,6.12,6.15325,6.0535,93,f533645a-3411-490e-b33a-8ed5014fcd9a,f533645a-3411-490e-b33a-8ed5014fcd9a,b0b0c8cf-d2e0-4dbb-8909-0148d5c22e55,-65.28,-0.653595,2026-04-07 15:35:21.604063+00:00,2026-04-07 16:05:13.124944+00:00
129,57b72bd7-893e-4674-a83a-beb48ba48215,RIVN,primary,SELL,SHORT,CLOSED,2026-04-07 15:25:14.496315+00:00,2026-04-07 16:05:13.591967+00:00,39.98,687,14.545,14.6573,14.671,14.293,STOP_HIT,2026-04-07 15:25:14.496315+00:00,14.545,14.671,14.293,101,57b72bd7-893e-4674-a83a-beb48ba48215,57b72bd7-893e-4674-a83a-beb48ba48215,f364a612-8a72-48fc-978e-03aecf4b71d9,-77.1501,-0.772087,2026-04-07 15:25:21.318449+00:00,2026-04-07 16:05:14.376121+00:00
123,130c1b33-f472-461d-b8d0-b23cd5cffe2e,AAPL,core_one,SELL,SHORT,CLOSED,2026-04-07 14:55:12.195111+00:00,2026-04-07 16:05:14.844906+00:00,70.04,40,246.78,249.01,248.971,242.398,STOP_HIT,2026-04-07 14:55:12.195111+00:00,246.78,248.971,242.398,101,130c1b33-f472-461d-b8d0-b23cd5cffe2e,130c1b33-f472-461d-b8d0-b23cd5cffe2e,ffac949c-d7f9-4a5c-bae7-0c73b40caab8,-89.2,-0.903639,2026-04-07 14:55:20.945566+00:00,2026-04-07 16:05:15.655276+00:00
122,bba6e9ef-d650-4749-bc9f-85fb72faf88c,NVDA,core_one,SELL,SHORT,CLOSED,2026-04-07 14:55:12.195111+00:00,2026-04-07 16:05:16.117179+00:00,70.07,57,174.845,175.3982,175.4575,173.62,STOP_HIT,2026-04-07 14:55:12.195111+00:00,174.845,175.4575,173.62,94,bba6e9ef-d650-4749-bc9f-85fb72faf88c,bba6e9ef-d650-4749-bc9f-85fb72faf88c,e36e232a-0562-47a0-b27a-93d2b5934f92,-31.5324,-0.316395,2026-04-07 14:55:19.102931+00:00,2026-04-07 16:05:16.869828+00:00
118,c8042c4a-4bdf-4ae5-a3db-be5e69174b0a,IONQ,fourth,SELL,SHORT,CLOSED,2026-04-07 14:25:08.881828+00:00,2026-04-07 16:05:17.363061+00:00,100.14,360,27.76,28.05,28.04525,27.1895,STOP_HIT,2026-04-07 14:25:08.881828+00:00,27.76,28.04525,27.1895,100,c8042c4a-4bdf-4ae5-a3db-be5e69174b0a,c8042c4a-4bdf-4ae5-a3db-be5e69174b0a,6351c563-6cb8-4037-b12a-13bb4d313449,-104.4,-1.044669,2026-04-07 14:25:24.352390+00:00,2026-04-07 16:05:18.245237+00:00
142,7438da32-d013-4246-be95-56fea9424a5a,TSLA,core_one,SELL,SHORT,CLOSED,2026-04-07 16:25:04.826355+00:00,2026-04-07 16:45:02.747580+00:00,19.97,29,341.39,342.64,342.5835,339.003,STOP_HIT,2026-04-07 16:25:04.826355+00:00,341.39,342.5835,339.003,92,7438da32-d013-4246-be95-56fea9424a5a,7438da32-d013-4246-be95-56fea9424a5a,7e681772-d5cd-45ea-a802-d9b8116a3777,-36.25,-0.36615,2026-04-07 16:25:12.083479+00:00,2026-04-07 16:45:03.537744+00:00
143,33cab54f-b979-4190-b1af-fb8444444baa,QBTS,fourth,SELL,SHORT,CLOSED,2026-04-07 17:25:05.265471+00:00,2026-04-07 17:35:03.338571+00:00,9.97,738,13.535,13.64,13.6435,13.318,STOP_HIT,2026-04-07 17:25:05.265471+00:00,13.535,13.6435,13.318,84,33cab54f-b979-4190-b1af-fb8444444baa,33cab54f-b979-4190-b1af-fb8444444baa,c5e50ef1-6ec2-4b47-9018-f096e3c8eacd,-77.49,-0.775767,2026-04-07 17:25:12.070669+00:00,2026-04-07 17:35:04.133902+00:00
144,575fd5da-71bf-45d0-8911-8d829a7aa376,IONQ,fourth,SELL,SHORT,CLOSED,2026-04-07 17:25:05.265471+00:00,2026-04-07 17:45:02.752758+00:00,19.96,360,27.77,28.089,28.05525,27.1995,STOP_HIT,2026-04-07 17:25:05.265471+00:00,27.77,28.05525,27.1995,84,575fd5da-71bf-45d0-8911-8d829a7aa376,575fd5da-71bf-45d0-8911-8d829a7aa376,affd90c0-cbbb-4203-8d59-7e8df969b5aa,-114.84,-1.148722,2026-04-07 17:25:13.956390+00:00,2026-04-07 17:45:03.539801+00:00
