id,order_id,symbol,side,order_type,status,qty,filled_qty,avg_fill_price,submitted_at,filled_at,created_at
633,8db9053e-ddff-4fb4-8a56-8984ed087e78,PLUG,buy,stop,filled,4007,4007,2.54,2026-04-07 14:12:23.028988+00:00,2026-04-07 14:12:25.254451+00:00,2026-04-07 14:15:03.261918+00:00
634,44322645-86a1-429b-baa6-6c787ab6ff28,RKLB,sell,market,filled,153,153,65.178627,2026-04-07 14:15:14.585108+00:00,2026-04-07 14:15:17.938343+00:00,2026-04-07 14:15:15.257932+00:00
728,fef26249-0fc3-4bae-bff7-ddaac698d679,RKLB,buy,limit,canceled,153,0,,2026-04-07 14:15:17.954850+00:00,,2026-04-07 20:30:56.125191+00:00
635,416ed18d-9e0a-4a33-a03a-196c2281391a,AI,sell,market,filled,1170,1170,8.54,2026-04-07 14:25:19.614442+00:00,2026-04-07 14:25:23.964085+00:00,2026-04-07 14:25:20.296596+00:00
727,4562acde-7ed4-4187-8d14-a465e40491cf,AI,buy,limit,canceled,1170,0,,2026-04-07 14:25:23.986081+00:00,,2026-04-07 20:30:55.318122+00:00
636,781258c2-e6f0-4dd3-846a-87f0821428ac,QBTS,sell,market,filled,735,735,13.56,2026-04-07 14:25:21.536520+00:00,2026-04-07 14:25:24.125828+00:00,2026-04-07 14:25:22.175985+00:00
726,e413f054-6c24-4122-b459-c69a6a631033,QBTS,buy,limit,canceled,735,0,,2026-04-07 14:25:24.141991+00:00,,2026-04-07 20:30:51.325309+00:00
637,c8042c4a-4bdf-4ae5-a3db-be5e69174b0a,IONQ,sell,market,filled,360,360,27.733139,2026-04-07 14:25:23.424775+00:00,2026-04-07 14:25:27.478514+00:00,2026-04-07 14:25:24.086980+00:00
725,806d12f8-3a86-4aa9-b2db-bdd22f4fae89,IONQ,buy,limit,canceled,360,0,,2026-04-07 14:25:27.496929+00:00,,2026-04-07 20:30:43.874970+00:00
638,8c946881-82a8-42a9-a18d-737360b3ebb2,AFRM,sell,market,filled,211,211,47.06,2026-04-07 14:35:14.011670+00:00,2026-04-07 14:35:14.708508+00:00,2026-04-07 14:35:14.770593+00:00
724,337ee491-8c29-44e0-9430-f49cd61c2097,AFRM,buy,limit,canceled,211,0,,2026-04-07 14:35:14.717893+00:00,,2026-04-07 20:30:43.061827+00:00
723,d5924ba1-bdaa-4a85-ba7d-995d5b69a147,HOOD,buy,stop,canceled,148,0,,2026-04-07 14:35:15.990686+00:00,,2026-04-07 20:30:42.529585+00:00
639,289ebeed-9f03-46f1-bd61-01f80e39f5a9,HOOD,sell,market,filled,148,148,67.44,2026-04-07 14:35:15.998585+00:00,2026-04-07 14:35:16.447562+00:00,2026-04-07 14:35:16.657758+00:00
640,7ef1fe56-28f6-4aeb-b739-b8c8a95f00b9,QS,buy,limit,filled,1623,1623,6.09,2026-04-07 14:05:21.482420+00:00,2026-04-07 14:40:57.471644+00:00,2026-04-07 14:45:06.327425+00:00
641,4c7792b2-8399-4771-b8fc-481fda1135c1,WULF,sell,market,filled,648,648,15.43,2026-04-07 14:45:15.482724+00:00,2026-04-07 14:45:16.072256+00:00,2026-04-07 14:45:16.158991+00:00
722,890b669c-6917-4b8c-b931-ccfa0d7aba77,WULF,buy,limit,canceled,648,0,,2026-04-07 14:45:16.080680+00:00,,2026-04-07 20:30:41.479355+00:00
642,b0f37a2b-6704-4cfb-b913-f03991821a4a,WULF,buy,stop,filled,648,648,15.59,2026-04-07 14:46:36.657902+00:00,2026-04-07 14:46:38.370386+00:00,2026-04-07 14:55:02.669236+00:00
644,5fc3faf2-8693-40c7-8d63-fa1aac3bfe08,QBTS,buy,stop,filled,735,735,13.68981,2026-04-07 14:46:41.771983+00:00,2026-04-07 14:46:45.453726+00:00,2026-04-07 14:55:06.831558+00:00
643,1946048f-8f75-4289-9528-5b09a5fee494,AFRM,buy,stop,filled,211,211,47.451706,2026-04-07 14:53:13.189229+00:00,2026-04-07 14:53:18.925445+00:00,2026-04-07 14:55:04.493562+00:00
645,bba6e9ef-d650-4749-bc9f-85fb72faf88c,NVDA,sell,market,filled,57,57,174.749298,2026-04-07 14:55:18.241065+00:00,2026-04-07 14:55:20.142411+00:00,2026-04-07 14:55:18.830636+00:00
721,4d41a569-415f-4638-947a-7600b2dab72d,NVDA,buy,limit,canceled,57,0,,2026-04-07 14:55:20.154234+00:00,,2026-04-07 20:30:40.693931+00:00
646,130c1b33-f472-461d-b8d0-b23cd5cffe2e,AAPL,sell,market,filled,40,40,246.58,2026-04-07 14:55:20.026458+00:00,2026-04-07 14:55:20.668120+00:00,2026-04-07 14:55:20.687278+00:00
720,8908a49c-40db-4c3c-872d-7bf13707e8d9,AAPL,buy,limit,canceled,40,0,,2026-04-07 14:55:20.677827+00:00,,2026-04-07 20:30:39.898342+00:00
647,c37e2fc1-ae31-4f10-b199-4c364bcbe005,PLTR,sell,market,filled,68,68,146.29,2026-04-07 14:55:21.900820+00:00,2026-04-07 14:55:22.341470+00:00,2026-04-07 14:55:22.541284+00:00
719,24faaa49-22af-45b8-a128-843b465ec8ce,PLTR,buy,limit,canceled,68,0,,2026-04-07 14:55:22.352996+00:00,,2026-04-07 20:30:39.093825+00:00
648,a37f13e5-3103-4cd8-9549-67c1e7a1ae31,META,sell,market,filled,2,2,565.395,2026-04-07 15:05:16.187166+00:00,2026-04-07 15:05:17.648093+00:00,2026-04-07 15:05:16.886184+00:00
718,6eddf96c-b56f-4bd0-a1cf-695ff69c46af,META,buy,limit,canceled,2,0,,2026-04-07 15:05:17.657058+00:00,,2026-04-07 20:30:38.294060+00:00
649,11c04f84-921a-44ae-bd07-247800e1fb04,AMZN,sell,market,filled,1,1,209.34,2026-04-07 15:05:22.293781+00:00,2026-04-07 15:05:22.716387+00:00,2026-04-07 15:05:22.954281+00:00
717,b0bd93b3-98c1-4d88-8bae-bac7848022c7,AMZN,buy,limit,canceled,1,0,,2026-04-07 15:05:22.748638+00:00,,2026-04-07 20:30:37.496637+00:00
652,e471d51e-224f-4280-9455-4861b9076e5d,RIVN,buy,limit,filled,680,680,14.44,2026-04-07 13:55:13.500103+00:00,2026-04-07 15:05:58.300127+00:00,2026-04-07 15:15:11.145841+00:00
651,820f6c8a-61b0-4dd2-aa7c-cefac6ccfa90,OPEN,buy,limit,filled,2249,2249,4.39,2026-04-07 14:05:15.451042+00:00,2026-04-07 15:05:59.398667+00:00,2026-04-07 15:15:09.329301+00:00
650,4a33f8d6-be62-4a07-be1c-588a59888607,HOOD,buy,limit,canceled,148,98,66.903163,2026-04-07 14:35:16.469030+00:00,2026-04-07 15:06:05.727312+00:00,2026-04-07 15:15:06.298639+00:00
653,b54248c0-6365-45a5-8bec-8e104e843259,ARM,sell,market,filled,71,71,139,2026-04-07 15:15:18.491207+00:00,2026-04-07 15:15:20.339433+00:00,2026-04-07 15:15:19.150898+00:00
716,53a3bb4f-3e1c-4cce-8769-05291994df37,ARM,buy,limit,canceled,71,0,,2026-04-07 15:15:20.410230+00:00,,2026-04-07 20:30:36.726566+00:00
654,fea8e8b8-bb34-4557-82ae-66d5fc7f74c5,ADBE,sell,market,filled,41,41,239.87,2026-04-07 15:15:20.421248+00:00,2026-04-07 15:15:21.640957+00:00,2026-04-07 15:15:21.053749+00:00
715,a8137d4e-6ed4-43d1-b302-a0384a007eb8,ADBE,buy,limit,canceled,41,0,,2026-04-07 15:15:21.648949+00:00,,2026-04-07 20:30:35.951727+00:00
657,4c388530-8ce5-454a-8a96-7f404bc4280f,PLTR,buy,stop,filled,68,68,147.15,2026-04-07 15:15:55.897758+00:00,2026-04-07 15:15:57.915062+00:00,2026-04-07 15:25:07.659784+00:00
655,72b19346-d0f9-4dab-ac1e-2261ed696545,AMZN,buy,stop,filled,1,1,210.17,2026-04-07 15:15:57.335975+00:00,2026-04-07 15:15:59.267364+00:00,2026-04-07 15:25:05.172713+00:00
656,27828ed2-4875-4fdb-ab04-435010496ecd,META,buy,stop,filled,2,2,568.265,2026-04-07 15:15:55.731896+00:00,2026-04-07 15:15:59.729656+00:00,2026-04-07 15:25:06.432692+00:00
658,be2dcdbc-9b39-4b03-b053-e5e10a88ff7f,ACHR,buy,stop,filled,1883,1883,5.36,2026-04-07 15:15:58.006677+00:00,2026-04-07 15:16:04.433550+00:00,2026-04-07 15:25:11.888085+00:00
714,d98396b4-6519-4e10-8dc3-00354103ee9d,HOOD,buy,market,filled,50,50,67.5,2026-04-07 15:25:12.705951+00:00,2026-04-07 15:25:13.090132+00:00,2026-04-07 20:30:35.414513+00:00
659,57b72bd7-893e-4674-a83a-beb48ba48215,RIVN,sell,market,filled,687,687,14.56,2026-04-07 15:25:20.818368+00:00,2026-04-07 15:25:24.348677+00:00,2026-04-07 15:25:21.046852+00:00
713,d11cde7a-e8a0-4b55-bdd0-94e0a388cf37,RIVN,buy,limit,canceled,687,0,,2026-04-07 15:25:24.369367+00:00,,2026-04-07 20:30:34.889900+00:00
661,7a90353b-27a3-4a5c-afdd-0e3a853c5efa,HIMS,sell,market,filled,346,346,19.25,2026-04-07 15:25:24.194827+00:00,2026-04-07 15:25:26.155999+00:00,2026-04-07 15:25:24.826792+00:00
711,a4c0d1c8-e589-4555-a899-9e6594dea412,HIMS,buy,limit,canceled,346,0,,2026-04-07 15:25:26.168406+00:00,,2026-04-07 20:30:33.293876+00:00
660,190c0099-8ddc-42f8-be1d-496ac4c5436b,SNAP,sell,market,filled,2136,2136,4.68,2026-04-07 15:25:22.259617+00:00,2026-04-07 15:25:28.340480+00:00,2026-04-07 15:25:22.908553+00:00
712,202430bb-336c-4045-ae61-23e5d452abef,SNAP,buy,limit,canceled,2136,0,,2026-04-07 15:25:28.358334+00:00,,2026-04-07 20:30:34.108172+00:00
664,a6ca1d5c-ebd7-4292-b981-8b0e99982a3d,RKLB,buy,stop,filled,153,153,65.872418,2026-04-07 15:26:02.509755+00:00,2026-04-07 15:26:06.319276+00:00,2026-04-07 15:35:09.960618+00:00
663,9c858cfb-4a98-417f-a63f-1ebc2da43e4e,AI,buy,stop,filled,1170,1170,8.6,2026-04-07 15:29:52.478418+00:00,2026-04-07 15:29:56.504627+00:00,2026-04-07 15:35:08.778548+00:00
662,a0d92f3e-8eb2-413d-9415-1591303e8ad6,ARM,buy,stop,filled,71,71,140.58,2026-04-07 15:32:41.754219+00:00,2026-04-07 15:32:42.632202+00:00,2026-04-07 15:35:05.770397+00:00
665,3a972d57-2e65-401c-b14c-b454735942f7,OPEN,sell,market,filled,2254,2254,4.42,2026-04-07 15:35:18.209201+00:00,2026-04-07 15:35:20.131364+00:00,2026-04-07 15:35:19.501112+00:00
710,2b120f16-74a0-4af6-9d1a-b9a6e1cb05c7,OPEN,buy,limit,canceled,2254,0,,2026-04-07 15:35:20.140073+00:00,,2026-04-07 20:30:32.029953+00:00
666,f533645a-3411-490e-b33a-8ed5014fcd9a,QS,sell,market,filled,1632,1632,6.12,2026-04-07 15:35:20.686702+00:00,2026-04-07 15:35:25.174319+00:00,2026-04-07 15:35:21.350531+00:00
709,4636f841-6cc1-45d1-95a4-abaff1e5c4d9,QS,buy,limit,canceled,1632,0,,2026-04-07 15:35:25.286723+00:00,,2026-04-07 20:30:28.629617+00:00
669,72049182-f4e4-4d4e-b355-60449ce62287,SNAP,buy,stop,filled,2136,2136,4.74,2026-04-07 15:37:30.535181+00:00,2026-04-07 15:37:32.130454+00:00,2026-04-07 15:45:06.840791+00:00
668,d47892a9-f674-4b70-aaaa-fa6553cca3c2,HIMS,buy,stop,filled,346,346,19.36,2026-04-07 15:37:46.380121+00:00,2026-04-07 15:37:51.222228+00:00,2026-04-07 15:45:05.624355+00:00
670,f6b20a32-457c-4a20-bf01-36aa1cb68aaa,ADBE,buy,stop,filled,41,41,241,2026-04-07 15:39:19.575241+00:00,2026-04-07 15:39:21.548388+00:00,2026-04-07 15:45:08.694357+00:00
667,d6562074-ab2e-473e-ab86-68cc122b3515,OPEN,buy,stop,filled,2254,2254,4.46,2026-04-07 15:40:28.573006+00:00,2026-04-07 15:40:29.974028+00:00,2026-04-07 15:45:04.374420+00:00
672,c11bbc96-6046-460f-aa22-8a2c2a70d532,BBAI,sell,market,filled,2923,2923,3.41,2026-04-07 15:45:21.713471+00:00,2026-04-07 15:45:22.085051+00:00,2026-04-07 15:45:22.368016+00:00
707,aed676bf-c8f6-47f5-8a9b-9d26c74ca74d,BBAI,buy,limit,canceled,2923,0,,2026-04-07 15:45:22.127482+00:00,,2026-04-07 20:30:27.063469+00:00
671,d5270487-bcb9-46ef-b75a-1225c655e01a,TAL,sell,market,filled,890,890,11.21,2026-04-07 15:45:19.520596+00:00,2026-04-07 15:45:22.686841+00:00,2026-04-07 15:45:20.205571+00:00
708,e15f7678-717a-40a0-b9c3-bba66346e9a2,TAL,buy,limit,canceled,890,0,,2026-04-07 15:45:22.720709+00:00,,2026-04-07 20:30:27.843637+00:00
673,63d9ede2-3e09-4588-9f93-27fbb5dc8419,JOBY,sell,market,filled,1207,1207,8.27,2026-04-07 15:49:04.024723+00:00,2026-04-07 15:49:06.958434+00:00,2026-04-07 15:49:04.557722+00:00
706,b985542c-939d-48f2-a16a-48d6cdb55285,JOBY,buy,limit,canceled,1207,0,,2026-04-07 15:49:06.975627+00:00,,2026-04-07 20:30:26.274436+00:00
674,60e58f4c-ae76-463d-ade5-484839d9a97d,PLUG,sell,market,filled,4073,4073,2.45,2026-04-07 15:50:21.754800+00:00,2026-04-07 15:50:24.088626+00:00,2026-04-07 15:50:22.275572+00:00
705,cdc8ce01-f111-43de-bce7-b187cfe30d84,PLUG,buy,limit,canceled,4073,0,,2026-04-07 15:50:24.100542+00:00,,2026-04-07 20:30:25.487712+00:00
675,1befa45b-4e2c-4655-946c-0452bd098242,AMD,sell,market,filled,14,14,216.995714,2026-04-07 15:53:22.931946+00:00,2026-04-07 15:53:24.833698+00:00,2026-04-07 15:53:23.557157+00:00
704,a2bb1838-ed85-4b35-a0c0-27b49a46f8da,AMD,buy,limit,canceled,14,0,,2026-04-07 15:53:24.842677+00:00,,2026-04-07 20:30:24.655755+00:00
676,30494ae2-3bcf-43c7-ab2f-4fa8046d51f2,MSFT,sell,market,filled,16,16,368.79125,2026-04-07 15:53:24.752568+00:00,2026-04-07 15:53:26.001469+00:00,2026-04-07 15:53:25.425600+00:00
703,62924371-8067-4d05-a44b-550bc72b7433,MSFT,buy,limit,canceled,16,0,,2026-04-07 15:53:26.018439+00:00,,2026-04-07 20:30:23.878789+00:00
677,fbb342d3-5240-4a29-b371-f95815b20890,BBAI,buy,stop,filled,2923,2923,3.44,2026-04-07 15:53:27.327889+00:00,2026-04-07 15:53:30.478401+00:00,2026-04-07 15:55:05.163622+00:00
687,b0b0c8cf-d2e0-4dbb-8909-0148d5c22e55,QS,buy,stop,filled,1632,1632,6.16,2026-04-07 15:55:13.548208+00:00,2026-04-07 15:55:17.785877+00:00,2026-04-07 16:05:12.833042+00:00
678,d294a884-7000-4ab1-89d3-45aed26c30b8,QBTS,sell,market,filled,242,242,13.53,2026-04-07 15:55:18.428117+00:00,2026-04-07 15:55:19.334468+00:00,2026-04-07 15:55:19.096118+00:00
702,98516074-67b2-4898-ba75-05cde6c33cd9,QBTS,buy,limit,canceled,242,0,,2026-04-07 15:55:19.342789+00:00,,2026-04-07 20:30:23.077300+00:00
690,e36e232a-0562-47a0-b27a-93d2b5934f92,NVDA,buy,stop,filled,57,57,175.398246,2026-04-07 15:55:18.363031+00:00,2026-04-07 15:55:21.333922+00:00,2026-04-07 16:05:16.600831+00:00
679,b0474f3a-8481-412b-bded-a3cb20fa5adf,NU,sell,market,filled,150,150,13.898467,2026-04-07 15:55:20.700164+00:00,2026-04-07 15:55:22.346326+00:00,2026-04-07 15:55:21.362627+00:00
701,a1b6b765-39fd-4645-ae7a-a469ad1fedd2,NU,buy,limit,canceled,150,0,,2026-04-07 15:55:22.355198+00:00,,2026-04-07 20:30:22.282225+00:00
681,cf387316-394e-4cd3-a977-a3b34642c78d,QBTS,buy,stop,filled,242,242,13.59,2026-04-07 15:55:32.570536+00:00,2026-04-07 15:55:34.029137+00:00,2026-04-07 16:05:04.540913+00:00
691,6351c563-6cb8-4037-b12a-13bb4d313449,IONQ,buy,stop,filled,360,360,28.05,2026-04-07 16:01:01.812510+00:00,2026-04-07 16:01:02.874932+00:00,2026-04-07 16:05:17.903342+00:00
680,651d3d6a-4adf-43e3-bd9a-9b0b3300caec,NU,buy,stop,filled,150,150,13.92,2026-04-07 16:01:41.048179+00:00,2026-04-07 16:01:41.764855+00:00,2026-04-07 16:05:03.324652+00:00
682,5ad52973-8a63-42d0-b4f0-400a0e6ecf5d,MSFT,buy,stop,filled,16,16,369.75,2026-04-07 16:02:31.867516+00:00,2026-04-07 16:02:33.190082+00:00,2026-04-07 16:05:05.818596+00:00
689,ffac949c-d7f9-4a5c-bae7-0c73b40caab8,AAPL,buy,stop,filled,40,40,249.01,2026-04-07 16:02:33.961597+00:00,2026-04-07 16:02:34.302200+00:00,2026-04-07 16:05:15.326716+00:00
685,dadc61d7-b31b-4b18-85f8-d54f6eb835b6,JOBY,buy,stop,filled,1207,1207,8.37,2026-04-07 16:02:35.811596+00:00,2026-04-07 16:02:38.563698+00:00,2026-04-07 16:05:09.455731+00:00
683,5a7447e0-0d94-4a47-b754-ad6eadbcf9b9,AMD,buy,stop,filled,14,14,218.111429,2026-04-07 16:02:49.803539+00:00,2026-04-07 16:02:51.680518+00:00,2026-04-07 16:05:07.030004+00:00
686,581d35ad-2b36-494f-8750-200a02b1f34a,TAL,buy,stop,filled,890,890,11.28,2026-04-07 16:02:57.583153+00:00,2026-04-07 16:03:00.432506+00:00,2026-04-07 16:05:11.564730+00:00
688,f364a612-8a72-48fc-978e-03aecf4b71d9,RIVN,buy,stop,filled,687,687,14.657293,2026-04-07 16:03:10.049392+00:00,2026-04-07 16:03:16.625492+00:00,2026-04-07 16:05:14.098690+00:00
684,67869942-9e65-4796-a502-ec226e55cef9,PLUG,buy,stop,filled,4073,4073,2.5,2026-04-07 16:03:13.675137+00:00,2026-04-07 16:03:18.436600+00:00,2026-04-07 16:05:08.235986+00:00
692,7438da32-d013-4246-be95-56fea9424a5a,TSLA,sell,market,filled,29,29,341.594483,2026-04-07 16:25:11.063933+00:00,2026-04-07 16:25:12.009860+00:00,2026-04-07 16:25:11.798882+00:00
700,16d9741f-540b-400e-949b-b4e7b55760c4,TSLA,buy,limit,canceled,29,0,,2026-04-07 16:25:12.024241+00:00,,2026-04-07 20:30:21.485186+00:00
693,7e681772-d5cd-45ea-a802-d9b8116a3777,TSLA,buy,stop,filled,29,29,342.64,2026-04-07 16:35:49.288041+00:00,2026-04-07 16:35:50.049814+00:00,2026-04-07 16:45:03.263517+00:00
694,33cab54f-b979-4190-b1af-fb8444444baa,QBTS,sell,market,filled,738,738,13.52,2026-04-07 17:25:11.125276+00:00,2026-04-07 17:25:11.468096+00:00,2026-04-07 17:25:11.789864+00:00
699,cc1700eb-1cf5-40f0-99ea-ecebe83b8a70,QBTS,buy,limit,canceled,738,0,,2026-04-07 17:25:11.478718+00:00,,2026-04-07 20:30:20.701790+00:00
695,575fd5da-71bf-45d0-8911-8d829a7aa376,IONQ,sell,market,filled,360,360,27.72,2026-04-07 17:25:13.006852+00:00,2026-04-07 17:25:13.643219+00:00,2026-04-07 17:25:13.682914+00:00
698,86161df0-8311-4f4a-8270-6770f6effb96,IONQ,buy,limit,canceled,360,0,,2026-04-07 17:25:13.663682+00:00,,2026-04-07 20:30:19.903880+00:00
696,c5e50ef1-6ec2-4b47-9018-f096e3c8eacd,QBTS,buy,stop,filled,738,738,13.64,2026-04-07 17:30:33.096404+00:00,2026-04-07 17:30:35.920145+00:00,2026-04-07 17:35:03.856557+00:00
697,affd90c0-cbbb-4203-8d59-7e8df969b5aa,IONQ,buy,stop,filled,360,360,28.089028,2026-04-07 17:35:37.639795+00:00,2026-04-07 17:35:42.140852+00:00,2026-04-07 17:45:03.275144+00:00
